"last_name, first_name","player_id","year","r_total_stolen_base","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Hernández, Gorkys",491676,2018,"8","4","1","0","0","0","0","1","0","7","1","0",,"1"
"Rivera, René",425784,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Anderson, Tyler",542881,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wolters, Tony",547172,2018,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Núñez, Renato",600524,2018,"0","0","0","0","4","0","0","0","0","0","0","0",,"0"
"Swihart, Blake",596119,2018,"6","1","0","0","1","0","0","0","0","6","0","0",,"0"
"Romine, Austin",519222,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Blanco, Grégor",453923,2018,"6","2","0","0","0","0","2","0","0","6","0","0",,"2"
"Span, Denard",452655,2018,"9","4","0","0","1","0","2","0","0","8","1","0",,"2"
"Judge, Aaron",592450,2018,"6","3","0","0","1","0","1","0","0","5","1","0",,"1"
"Smith, Kevan",607345,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Culberson, Charlie",518586,2018,"4","2","0","0","1","0","0","0","0","3","1","0",,"0"
"Alford, Anthony",546990,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"McNeil, Jeff",643446,2018,"7","1","0","0","0","0","0","0","0","7","0","0",,"0"
"Gómez, Miguel",622497,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Sánchez, Aníbal",434671,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Calhoun, Kole",594777,2018,"6","2","0","0","1","0","1","0","0","6","0","0",,"1"
"Hernández, Enrique",571771,2018,"3","0","0","0","0","0","0","0","0","1","2","0",,"0"
"Reyes, Victor",622682,2018,"9","1","0","0","1","0","1","0","0","9","0","0",,"1"
"Moroff, Max",621559,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Sánchez, Gary",596142,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Mancini III, Trey",641820,2018,"0","0","0","1","0","0","0","0","0","0","0","0",,"0"
"Orlando, Paulo",449181,2018,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Cain, Lorenzo",456715,2018,"30","6","1","0","0","0","6","0","0","24","6","0",,"6"
"Castro, Starlin",516770,2018,"6","4","0","0","2","0","0","1","0","5","1","0",,"1"
"Wheeler, Zack",554430,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Altuve, Jose",514888,2018,"17","4","0","0","0","0","2","0","0","14","3","0",,"2"
"Sánchez, Yolmer",570560,2018,"14","5","1","0","1","0","1","0","0","9","5","0",,"1"
"Martini, Nick",605361,2018,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Nottingham, Jacob",641924,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Valera, Breyvic",591971,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Engel, Adam",641553,2018,"16","8","0","0","2","0","1","0","0","14","2","0",,"1"
"Flaherty, Ryan",475247,2018,"4","2","0","0","1","0","0","0","0","4","0","0",,"0"
"Kiermaier, Kevin",595281,2018,"10","5","0","0","0","0","0","1","0","9","1","0",,"1"
"Springer III, George",543807,2018,"6","4","0","0","0","0","0","0","0","5","1","0",,"0"
"Pérez, Michael",605421,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Lorenzen, Michael",547179,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Turner, Trea",607208,2018,"43","9","0","0","1","0","5","1","0","36","7","0",,"6"
"Travis, Sam",607752,2018,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Arrieta, Jake",453562,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Piña, Manny",444489,2018,"2","0","0","0","1","0","0","0","0","2","0","0",,"0"
"Gattis, Evan",594828,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Lee, Braxton",657658,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Maybin, Cameron",457727,2018,"10","5","0","0","1","0","2","0","0","8","2","0",,"2"
"Aguilar, Jesús",542583,2018,"0","0","0","0","0","0","0","1","0","0","0","0",,"1"
"Brantley Jr., Michael",488726,2018,"12","2","1","0","0","0","0","0","0","11","1","0",,"0"
"Williams, Nick",608384,2018,"3","2","0","0","1","0","1","0","0","3","0","0",,"1"
"Suzuki, Kurt",435559,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Schwarber, Kyle",656941,2018,"4","3","0","0","0","0","0","0","0","4","0","0",,"0"
"Guerra, Junior",448855,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Robinson, Shane",453203,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Negrón, Kristopher",502117,2018,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Molina, Yadier",425877,2018,"4","2","1","0","1","0","1","0","0","3","1","0",,"1"
"Fletcher, David",664058,2018,"3","0","0","0","0","0","0","0","0","2","1","0",,"0"
"Merrifield, Whit",593160,2018,"45","8","2","0","2","0","4","1","0","29","16","0",,"5"
"Soto, Juan",665742,2018,"5","2","0","0","0","0","4","0","0","3","2","0",,"4"
"Encarnación, Edwin",429665,2018,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Shaw, Chris",622046,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Anderson, Tim",641313,2018,"26","7","1","0","0","0","2","1","0","19","7","0",,"3"
"Dixon, Brandon",641525,2018,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Grossman, Robbie",543257,2018,"0","1","0","0","1","0","0","0","0","0","0","0",,"0"
"Adames, Willy",642715,2018,"6","5","0","0","0","0","0","1","0","6","0","0",,"1"
"Simmons, Andrelton",592743,2018,"10","2","0","0","2","0","0","0","0","9","1","0",,"0"
"Kepler, Max",596146,2018,"4","5","0","0","0","0","2","0","0","4","0","0",,"2"
"Davis, Chris",448801,2018,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Gyorko, Jedd",576397,2018,"2","0","0","0","2","0","0","0","0","2","0","0",,"0"
"Piscotty, Stephen",572039,2018,"2","0","0","0","1","0","0","0","0","1","1","0",,"0"
"García, Avisaíl",541645,2018,"3","1","0","0","0","0","1","0","0","3","0","0",,"1"
"Trout, Mike",545361,2018,"24","1","1","0","0","0","0","0","0","21","3","0",,"0"
"Díaz, Aledmys",649557,2018,"3","4","0","0","1","0","1","0","0","2","1","0",,"1"
"Rizzo, Anthony",519203,2018,"6","3","1","0","0","0","1","1","0","6","0","0",,"2"
"Ciuffo, Nick",624419,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ozuna, Marcell",542303,2018,"3","0","0","0","1","0","0","0","0","2","1","0",,"0"
"Stratton, Chris",608717,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gentry, Craig",502226,2018,"12","2","1","0","0","0","0","0","0","12","0","0",,"0"
"DeSclafani, Anthony",543101,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Perez, Salvador",521692,2018,"1","0","1","0","0","0","0","0","0","0","1","0",,"0"
"Rosales, Adam",489267,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Reyes, José",408314,2018,"5","1","1","0","1","0","1","0","0","3","2","0",,"1"
"Gomber, Austin",596295,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Berti, Jon",542932,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Gimenez, Chris",460269,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Haniger, Mitch",571745,2018,"8","1","1","0","2","0","0","0","0","8","0","0",,"0"
"Freeman, Freddie",518692,2018,"10","3","0","0","3","0","1","0","0","10","0","0",,"1"
"Field, Johnny",608654,2018,"4","0","0","0","0","0","1","0","0","4","0","0",,"1"
"Davidson, Matt",571602,2018,"0","0","0","0","0","0","0","1","0","0","0","0",,"1"
"Margot, Manuel",622534,2018,"11","7","2","1","1","0","1","0","1","11","0","0",,"2"
"Matz, Steven",571927,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Moran, Colin",592567,2018,"0","2","0","0","1","0","0","0","0","0","0","0",,"0"
"Williams, Mason",592863,2018,"1","2","0","0","1","0","0","0","0","1","0","0",,"0"
"Pirela, José",517369,2018,"6","3","0","0","3","0","1","1","0","5","1","0",,"2"
"Rodríguez, Dereck",605446,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kratz, Erik",456124,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Gallagher, Cam",595956,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Sucre, Jesús",491696,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Polanco, Gregory",570256,2018,"12","2","0","0","0","0","0","0","0","10","2","0",,"0"
"Healy, Ryon",592387,2018,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Kinsler, Ian",435079,2018,"16","6","1","0","1","0","2","0","0","13","3","0",,"2"
"Kipnis, Jason",543401,2018,"7","1","0","0","0","0","0","0","0","5","2","0",,"0"
"Arroyo, Christian",624414,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Urena, Richard",620446,2018,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Martinez, Carlos",593372,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Narváez, Omar",553882,2018,"0","1","0","1","2","0","0","0","1","0","0","0",,"1"
"Correa, Carlos",621043,2018,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Kelly, Ty",571841,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davies, Zach",605200,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wade, Tyler",642180,2018,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Tocci, Carlos",624636,2018,"0","3","0","0","0","0","0","0","0","0","0","0",,"0"
"Pérez, Hernán",541650,2018,"11","3","0","0","3","0","1","0","0","3","8","0",,"1"
"Gregorius, Didi",544369,2018,"10","5","1","0","0","0","0","0","0","9","1","0",,"0"
"O'Hearn, Ryan",656811,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Trumbo, Mark",444432,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Crawford, J.P.",641487,2018,"2","0","0","0","1","0","0","0","0","2","0","0",,"0"
"Wilkerson, Stevie",592859,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Castro, Jason",488771,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Pujols, Albert",405395,2018,"1","0","0","0","0","0","0","0","0","0","1","0",,"0"
"Castro, Daniel",593495,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mercer, Jordy",474568,2018,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Peterson, Jace",607054,2018,"13","2","0","1","0","0","0","0","0","10","3","0",,"0"
"Davis, Rajai",434658,2018,"21","6","1","0","1","0","2","1","0","16","5","0",,"3"
"Miller, Brad",543543,2018,"0","0","0","0","1","0","0","1","0","0","0","0",,"1"
"Wallach, Chad",595453,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Anderson, Brian",605119,2018,"2","4","0","0","1","0","2","0","0","2","0","0",,"2"
"Stewart, Chris",455755,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Desmond, Ian",435622,2018,"20","6","0","0","0","0","3","1","0","19","1","0",,"4"
"Holland, Derek",502706,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cozens, Dylan",622226,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Ray, Robbie",592662,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Rodriguez, Jefry",622446,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gausman, Kevin",592332,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Flaherty, Jack",656427,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kendrick III, Howie",435062,2018,"1","1","0","0","1","0","1","0","0","1","0","0",,"1"
"Pompey, Dalton",592647,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Straw, Myles",664702,2018,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Franco, Maikel",596748,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Lucroy, Jonathan",518960,2018,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"LaMarre, Ryan",534606,2018,"2","1","1","0","1","0","2","1","0","2","0","0",,"3"
"Lugo, Dawel",608475,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Velasquez, Vince",592826,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Benintendi, Andrew",643217,2018,"21","2","0","1","1","0","1","1","0","18","3","0",,"2"
"Brault, Steven",643230,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ervin, Phillip",640447,2018,"6","1","0","0","2","0","0","0","0","6","0","0",,"0"
"Canó, Robinson",429664,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"McCann, James",543510,2018,"0","2","0","1","1","0","0","0","0","0","0","0",,"0"
"Swanson, Dansby",621020,2018,"10","3","1","0","1","0","1","0","0","8","2","0",,"1"
"Taylor, Chris",621035,2018,"9","6","0","0","2","0","1","0","0","7","2","0",,"1"
"Toles, Andrew",592808,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Dahl, David",621311,2018,"5","3","0","0","0","0","0","0","0","5","0","0",,"0"
"Robertson, Daniel",621002,2018,"2","2","0","0","0","0","1","0","0","2","0","0",,"1"
"Hosmer, Eric",543333,2018,"7","4","0","0","0","0","1","0","0","6","1","0",,"1"
"Travis, Devon",581527,2018,"3","1","1","0","1","0","0","0","0","2","0","1",,"0"
"Lagares, Juan",501571,2018,"3","1","0","0","1","0","0","0","0","2","1","0",,"0"
"Kramer, Kevin",596012,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Martinez, Victor",400121,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hermosillo, Michael",641684,2018,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Bumgarner, Madison",518516,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Corbin, Patrick",571578,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Farmer, Kyle",571657,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hanson, Alen",593700,2018,"7","2","1","0","0","0","1","0","0","7","0","0",,"1"
"Broxton, Keon",542979,2018,"5","1","0","0","1","0","0","0","0","3","2","0",,"0"
"Almora Jr., Albert",546991,2018,"1","3","0","0","0","0","0","0","0","1","0","0",,"0"
"Marte, Ketel",606466,2018,"6","0","1","0","2","0","0","0","0","4","2","0",,"0"
"Jansen, Danny",643376,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Álvarez, Pedro",476883,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cervelli, Francisco",465041,2018,"2","3","0","0","1","0","0","0","0","2","0","0",,"0"
"Scherzer, Max",453286,2018,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Torreyes, Ronald",591720,2018,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Cowart, Kaleb",592230,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Hicks, John",543308,2018,"0","1","0","0","0","0","0","0","1","0","0","0",,"1"
"Stassi, Max",545358,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Montgomery, Mike",543557,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Zobrist, Ben",450314,2018,"3","4","0","0","1","0","1","0","0","3","0","0",,"1"
"Sierra, Moisés",501213,2018,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Moncada, Yoán",660162,2018,"12","6","0","0","0","0","1","0","0","12","0","0",,"1"
"Walker, Neil",435522,2018,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Hoskins, Rhys",656555,2018,"5","2","1","0","0","0","1","0","0","4","1","0",,"1"
"Duffy, Matt",622110,2018,"12","6","0","0","2","0","1","0","0","12","0","0",,"1"
"Astudillo, Willians",553902,2018,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Wynns, Austin",642851,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Austin, Tyler",592122,2018,"1","2","0","0","0","0","1","0","0","1","0","0",,"1"
"Cron, C.J.",543068,2018,"1","2","0","0","0","0","0","0","0","1","0","0",,"0"
"Adrianza, Ehire",501303,2018,"5","1","0","0","0","0","1","1","0","5","0","0",,"2"
"Blash, Jabari",518466,2018,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Naquin, Tyler",571980,2018,"1","1","0","0","1","0","1","0","0","1","0","0",,"1"
"Higashioka, Kyle",543309,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davis, Khris",501981,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Fowler, Dexter",451594,2018,"5","2","0","0","0","0","0","0","0","5","0","0",,"0"
"Bettis, Chad",518452,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Guyer, Brandon",446386,2018,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Eaton, Adam",594809,2018,"9","0","1","0","0","0","0","1","0","8","0","1",,"1"
"Martin, Leonys",547982,2018,"7","4","0","0","1","0","1","0","0","6","1","0",,"1"
"Olson, Matt",621566,2018,"2","0","1","0","0","0","0","0","0","2","0","0",,"0"
"Canha, Mark",592192,2018,"1","2","0","0","0","0","0","0","0","0","0","1",,"0"
"Mitchell, Bryan",571951,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Lugo, Seth",607625,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"López, Pablo",641154,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Valencia, Danny",502143,2018,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Barnes, Brandon",488681,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Williams, Trevor",592866,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"La Stella, Tommy",600303,2018,"0","0","0","1","0","0","0","0","0","0","0","0",,"0"
"Cespedes, Yoenis",493316,2018,"3","0","0","0","0","0","0","0","0","2","1","0",,"0"
"Dean, Austin",621573,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Reyes, Pablo",622569,2018,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Andrus, Elvis",462101,2018,"5","2","1","0","0","0","1","1","0","5","0","0",,"2"
"Garver, Mitch",641598,2018,"0","0","0","0","0","0","0","1","0","0","0","0",,"1"
"Valbuena, Luis",472528,2018,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Duda, Lucas",446263,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Martinez, J.D.",502110,2018,"6","1","0","0","1","0","0","0","0","6","0","0",,"0"
"Posey III, Buster",457763,2018,"3","2","0","0","1","0","0","0","0","2","1","0",,"0"
"O'Brien, Peter",598284,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ross, Tyson",475115,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Seager, Kyle",572122,2018,"2","2","0","0","0","0","0","0","0","1","1","0",,"0"
"Machado, Dixon",553988,2018,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Pedroia, Dustin",456030,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cuthbert, Cheslor",596144,2018,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Pivetta, Nick",601713,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gurriel Jr., Lourdes",666971,2018,"1","2","0","0","1","0","1","0","0","1","0","0",,"1"
"Villanueva, Christian",570799,2018,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Alonso, Yonder",475174,2018,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Petit, Gregorio",463610,2018,"3","1","0","0","0","0","0","0","0","3","0","0",,"0"
"Semien, Marcus",543760,2018,"14","6","0","0","0","0","4","0","0","13","1","0",,"4"
"Acuña Jr., Ronald",660670,2018,"16","3","2","0","0","0","3","0","0","16","0","0",,"3"
"Pennington, Cliff",460060,2018,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Donaldson, Josh",518626,2018,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Buxton, Byron",621439,2018,"5","0","0","0","0","0","0","0","0","5","0","0",,"0"
"Frazier, Clint",640449,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Contreras, Willson",575929,2018,"4","1","0","0","1","0","1","0","0","4","0","0",,"1"
"Romano, Sal",607219,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Fedde, Erick",607200,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Reynolds, Matt",608703,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Peña, Francisco",506747,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Lobatón, Jose",446653,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Happ, Ian",664023,2018,"8","3","1","0","1","0","1","0","0","7","1","0",,"1"
"Braun, Ryan",460075,2018,"11","3","2","0","2","0","1","1","0","10","1","0",,"2"
"Wendle, Joey",621563,2018,"16","4","0","0","1","0","2","0","0","14","2","0",,"2"
"Hernández, Elieser",622694,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Laureano, Ramón",657656,2018,"7","1","0","0","0","0","0","0","0","7","0","0",,"0"
"Gordon, Alex",460086,2018,"12","1","0","1","2","0","1","0","0","9","3","0",,"1"
"d'Arnaud, Chase",488818,2018,"2","1","0","0","0","0","1","0","0","1","1","0",,"1"
"Bruce, Jay",457803,2018,"2","2","1","0","0","0","0","0","0","2","0","0",,"0"
"Lindor, Francisco",596019,2018,"25","10","0","0","1","0","1","0","0","20","4","1",,"1"
"DeShields, Delino",592261,2018,"20","2","2","0","0","0","1","0","0","16","4","0",,"1"
"Frazier, Adam",624428,2018,"1","3","0","0","4","0","0","1","0","1","0","0",,"1"
"Spangenberg, Cory",605486,2018,"6","1","0","0","1","0","0","0","0","4","2","0",,"0"
"Grichuk, Randal",545341,2018,"3","2","0","0","0","0","2","0","0","2","1","0",,"2"
"Lamb, Jake",571875,2018,"1","2","0","0","1","0","0","0","0","1","0","0",,"0"
"Vargas, Jason",450306,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Rivera, Yadiel",592680,2018,"2","1","0","0","1","0","1","0","0","2","0","0",,"1"
"Holliday, Matt",407812,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wieters, Matt",446308,2018,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Tilson, Charlie",605508,2018,"2","3","0","0","1","0","1","0","0","2","0","0",,"1"
"Santander, Anthony",623993,2018,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Avelino, Abiatal",623214,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Plawecki, Kevin",608700,2018,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Forsythe, Logan",523253,2018,"3","0","0","0","1","0","0","0","0","3","0","0",,"0"
"Phillips, Brandon",408252,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Yelich, Christian",592885,2018,"22","2","2","0","1","0","1","0","0","17","5","0",,"1"
"Jankowski, Travis",608671,2018,"24","6","1","0","2","0","3","0","0","23","1","0",,"3"
"Schebler, Scott",594988,2018,"4","2","0","0","1","0","0","0","0","4","0","0",,"0"
"Martínez, José A.",500874,2018,"0","2","0","1","0","0","0","0","1","0","0","0",,"1"
"Chapman, Matt",656305,2018,"1","2","0","0","0","0","0","1","0","0","1","0",,"1"
"Mondesi, Adalberto",609275,2018,"32","6","1","0","1","0","1","0","0","22","10","0",,"1"
"Prado, Martín",445988,2018,"1","1","0","0","1","0","0","0","0","1","0","0",,"0"
"Guerrero, Gabriel",602115,2018,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
