"last_name, first_name","player_id","year","r_total_stolen_base","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Escobar, Eduardo",500871,2020,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Arcia, Orlando",606115,2020,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Gutiérrez, Kelvin",642721,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"VanMeter, Josh",642165,2020,"1","0","0","0","2","0","0","0","0","1","0","0",,"0"
"Garneau, Dustin",572863,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Taveras, Leody",665750,2020,"8","0","0","0","0","0","0","0","0","5","2","1",,"0"
"Severino, Pedro",600474,2020,"1","0","0","0","0","0","0","1","0","1","0","0",,"1"
"Rosario, Eddie",592696,2020,"3","1","0","0","1","0","2","0","0","3","0","0",,"2"
"Voit III, Luke",572228,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mathis, Jeff",425772,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Davis, Jaylin",664041,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Contreras, William",661388,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Beaty, Matt",607461,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wieters, Matt",446308,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Butera, Drew",460077,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Long Jr., Shed",643418,2020,"4","0","0","0","0","0","0","0","1","4","0","0",,"1"
"Bradley Jr., Jackie",598265,2020,"5","2","0","0","0","0","0","0","0","5","0","0",,"0"
"Reynolds, Bryan",668804,2020,"1","0","1","0","2","0","0","0","0","1","0","0",,"0"
"Frazier, Clint",640449,2020,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Fisher, Derek",605233,2020,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Sánchez, Gary",596142,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Martinez, J.D.",502110,2020,"1","0","0","0","1","0","0","0","0","0","1","0",,"0"
"Cave, Jake",595909,2020,"0","2","0","0","0","0","0","0","0","0","0","0",,"0"
"Viloria, Meibrys",650619,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Alberto, Hanser",593643,2020,"3","0","0","0","1","0","0","0","0","3","0","0",,"0"
"Riley, Austin",663586,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gosselin, Phil",594838,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Díaz, Isan",656371,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Dickerson, Corey",572816,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Canha, Mark",592192,2020,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Goins, Ryan",572365,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Martínez, José A.",500874,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gordon, Alex",460086,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bohm, Alec",664761,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Tatis Jr., Fernando",665487,2020,"11","2","1","0","0","0","2","1","0","9","2","0",,"3"
"Seager, Corey",608369,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Phegley, Josh",572033,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Díaz, Lewin",650331,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davis, Khris",501981,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gallagher, Cam",595956,2020,"0","0","0","0","0","0","0","1","0","0","0","0",,"1"
"Robertson, Daniel",621002,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Encarnación, Edwin",429665,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Olson, Matt",621566,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Hamilton, Billy",571740,2020,"6","1","1","0","0","0","0","0","0","5","0","1",,"0"
"Hermosillo, Michael",641684,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Toro, Abraham",647351,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Gyorko, Jedd",576397,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Donaldson, Josh",518626,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Newman, Kevin",621028,2020,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"DeJong, Paul",657557,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Astudillo, Willians",553902,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Robles, Victor",645302,2020,"4","1","0","0","1","0","1","0","0","2","2","0",,"1"
"Blackmon, Charlie",453568,2020,"2","1","0","0","1","0","0","0","0","2","0","0",,"0"
"Ramírez, Harold",623912,2020,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"White, Eli",642201,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Vargas, Ildemaro",545121,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Narváez, Omar",553882,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hampson, Garrett",641658,2020,"6","1","0","0","1","0","2","0","0","4","2","0",,"2"
"Cron, Kevin",605196,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"García, Avisaíl",541645,2020,"1","3","0","0","2","0","1","0","0","1","0","0",,"1"
"Rodgers, Brendan",663898,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Payton, Mark",592622,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Stephenson, Tyler",663886,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bichette, Bo",666182,2020,"4","1","0","0","1","0","0","0","0","4","0","0",,"0"
"Goodwin, Brian",571718,2020,"5","0","0","0","1","0","0","1","0","5","0","0",,"1"
"Thaiss, Matt",642136,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Rendon, Anthony",543685,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Zimmer, Bradley",605548,2020,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Longoria, Evan",446334,2020,"0","1","0","0","1","0","0","0","0","0","0","0",,"0"
"Miller, Brad",543543,2020,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Ozuna, Marcell",542303,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gardner, Brett",458731,2020,"3","3","0","0","1","0","0","0","0","2","1","0",,"0"
"Betts, Mookie",605141,2020,"10","2","0","0","0","0","0","0","0","7","2","1",,"0"
"Buxton, Byron",621439,2020,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Cameron, Daz",663662,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Odor, Rougned",596059,2020,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Sierra, Magneuris",642423,2020,"4","1","0","0","1","0","2","0","0","4","0","0",,"2"
"Moniak, Mickey",666160,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Forsythe, Logan",523253,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Muncy, Max",571970,2020,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Reyes, Franmil",614177,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Dozier, Brian",572821,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Smith, Kevan",607345,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Polanco, Gregory",570256,2020,"3","1","0","0","0","0","0","1","0","3","0","0",,"1"
"Noll, Jake",669738,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mejia, Erick",625510,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Pillar, Kevin",607680,2020,"5","2","0","0","0","0","0","0","0","4","1","0",,"0"
"Murphy, Daniel",502517,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Reyes, Victor",622682,2020,"8","2","0","0","1","0","0","1","0","7","1","0",,"1"
"Gallo, Joey",608336,2020,"2","0","0","0","1","0","0","0","0","2","0","0",,"0"
"Davis, J.D.",605204,2020,"0","0","0","0","0","0","0","1","0","0","0","0",,"1"
"Carlson, Dylan",666185,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Contreras, Willson",575929,2020,"1","2","0","0","0","0","0","0","0","1","0","0",,"0"
"Semien, Marcus",543760,2020,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Camargo, Johan",622666,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wong, Kolten",543939,2020,"5","2","0","0","1","0","1","0","0","4","1","0",,"1"
"Hays, Austin",669720,2020,"2","3","0","0","0","0","1","0","0","2","0","0",,"1"
"Inciarte, Ender",542255,2020,"4","1","0","0","0","0","0","0","0","3","1","0",,"0"
"Thomas, Lane",657041,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Allen, Austin",664119,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Piña, Manny",444489,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Galvis, Freddy",520471,2020,"1","1","0","0","1","0","0","0","0","1","0","0",,"0"
"Peraza, José",606299,2020,"1","0","1","0","0","0","0","0","0","1","0","0",,"0"
"Jankowski, Travis",608671,2020,"2","1","0","0","0","0","1","0","0","2","0","0",,"1"
"Riddle, JT",595375,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Peterson, Jace",607054,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Castro, Starlin",516770,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Devers, Rafael",646240,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Frazier, Adam",624428,2020,"1","3","0","0","2","0","3","0","0","1","0","0",,"3"
"Hernández, Enrique",571771,2020,"0","0","0","1","0","0","0","0","0","0","0","0",,"0"
"Torrens, Luis",620443,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Tellez, Rowdy",642133,2020,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Heredia, Guillermo",628338,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"McGuire, Reese",624512,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Choi, Ji Man",596847,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Sánchez, Yolmer",570560,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Story, Trevor",596115,2020,"15","3","0","0","0","0","2","0","0","14","1","0",,"2"
"Kipnis, Jason",543401,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Tucker, Kyle",663656,2020,"8","1","0","0","0","0","0","0","0","8","0","0",,"0"
"Stewart, Christin",621514,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Haggerty, Sam",664059,2020,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Locastro, Tim",641796,2020,"4","0","0","0","1","0","0","0","0","4","0","0",,"0"
"Kepler, Max",596146,2020,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"McCutchen, Andrew",457705,2020,"4","0","0","0","0","0","1","0","0","4","0","0",,"1"
"Lugo, Dawel",608475,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Lowe, Brandon",664040,2020,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Naylor, Josh",647304,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Mateo, Jorge",622761,2020,"0","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Suárez, Eugenio",553993,2020,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Hudson, Joe",621529,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Upton, Justin",457708,2020,"0","2","0","0","0","0","0","0","0","0","0","0",,"0"
"Barreto, Franklin",620439,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Smith, Will",669257,2020,"0","0","0","0","1","0","0","0","1","0","0","0",,"1"
"Drury, Brandon",592273,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Ervin, Phillip",640447,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Souza Jr., Steven",519306,2020,"1","0","0","0","0","0","0","0","0","0","1","0",,"0"
"Muñoz, Yairo",622168,2020,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Stubbs, Garrett",596117,2020,"0","0","1","0","0","0","0","0","0","0","0","0",,"0"
"Calhoun, Kole",594777,2020,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Smith Jr., Dwight",596105,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Knapp, Andrew",595284,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Torres, Gleyber",650402,2020,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Pérez, Roberto",547379,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Díaz, Elias",553869,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Segura, Jean",516416,2020,"2","2","0","0","1","0","0","0","0","2","0","0",,"0"
"Guillorme, Luis",641645,2020,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Greiner, Grayson",606988,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Fowler, Dexter",451594,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Ford, Mike",645801,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Flores, Wilmer",527038,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Taylor, Chris",621035,2020,"3","2","0","0","0","0","1","0","0","2","1","0",,"1"
"Urshela, Gio",570482,2020,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Tucker, Cole",657061,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Moustakas, Mike",519058,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Murphy, Sean",669221,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Brosseau, Mike",670712,2020,"2","0","0","0","0","0","1","0","0","2","0","0",,"1"
"Alonso, Pete",624413,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Rojas, Miguel",500743,2020,"5","0","1","0","0","0","0","0","0","5","0","0",,"0"
"Happ, Ian",664023,2020,"1","3","0","0","0","0","0","0","0","1","0","0",,"0"
"Grossman, Robbie",543257,2020,"8","1","0","0","0","0","2","0","0","7","1","0",,"2"
"Hicks, Aaron",543305,2020,"4","0","1","0","0","0","0","0","0","4","0","0",,"0"
"Flowers, Tyler",452095,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Varsho, Daulton",662139,2020,"3","1","0","0","1","0","0","0","0","2","1","0",,"0"
"Meadows, Austin",640457,2020,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Mejía, Francisco",642336,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bruce, Jay",457803,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Vázquez, Christian",543877,2020,"4","2","1","0","1","0","1","0","0","3","1","0",,"1"
"Sandoval, Pablo",467055,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Myers, Wil",571976,2020,"2","1","0","0","0","0","2","0","0","2","0","0",,"2"
"Marisnick, Jake",545350,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Tejeda, Anderson",660731,2020,"4","1","0","0","0","0","2","0","0","4","0","0",,"2"
"Nola, Austin",543592,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wade, Tyler",642180,2020,"4","1","0","0","0","0","0","0","0","3","1","0",,"0"
"Panik, Joe",605412,2020,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Reynolds, Matt",608703,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Adames, Willy",642715,2020,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Bellinger, Cody",641355,2020,"6","1","0","0","0","0","1","0","0","5","1","0",,"1"
"Rengifo, Luis",650859,2020,"3","1","0","0","0","0","1","0","0","3","0","0",,"1"
"Refsnyder, Rob",608701,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Ahmed, Nick",605113,2020,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Pérez, Michael",605421,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Difo, Wilmer",594694,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Stewart, DJ",621466,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Altuve, Jose",514888,2020,"2","3","0","0","0","0","3","0","0","2","0","0",,"3"
"Harrison, Josh",543281,2020,"1","2","0","0","0","0","1","0","0","1","0","0",,"1"
"Votto, Joey",458015,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Starling, Bubba",605490,2020,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Guerrero Jr., Vladimir",665489,2020,"1","0","0","0","0","0","0","1","0","1","0","0",,"1"
"Choo, Shin-Soo",425783,2020,"6","2","0","0","1","0","0","0","0","4","2","0",,"0"
"Bishop, Braden",623323,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Eaton, Adam",594809,2020,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Ruiz, Rio",547004,2020,"1","1","1","0","1","0","0","0","0","1","0","0",,"0"
"Bregman, Alex",608324,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kingery, Scott",664068,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Díaz, Yandy",650490,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Vogelbach, Daniel",596129,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ohtani, Shohei",660271,2020,"7","1","0","0","0","0","0","0","0","7","0","0",,"0"
"Kelly, Carson",608348,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cervelli, Francisco",465041,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Hechavarría, Adeiny",588751,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wallach, Chad",595453,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gonzalez, Marwin",503556,2020,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Urías, Luis",649966,2020,"2","1","1","0","0","0","1","0","0","2","0","0",,"1"
"Rosario, Amed",642708,2020,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Braun, Ryan",460075,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Villar, Jonathan",542340,2020,"16","4","1","0","0","0","3","0","1","11","5","0",,"4"
"Tsutsugo, Yoshi",660294,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Smith, Mallex",605480,2020,"2","0","0","0","0","0","0","1","0","2","0","0",,"1"
"Margot, Manuel",622534,2020,"12","3","1","0","1","0","1","0","0","11","1","0",,"1"
"Paredes, Isaac",670623,2020,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Fletcher, David",664058,2020,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Kratz, Erik",456124,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Dickerson, Alex",543105,2020,"0","0","0","0","1","0","1","0","0","0","0","0",,"1"
"Rios, Edwin",621458,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Chapman, Matt",656305,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Murphy, John Ryan",571974,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Smith, Dominic",642086,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Garver, Mitch",641598,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mathias, Mark",664029,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Araúz, Jonathan",660620,2020,"0","0","0","0","0","0","0","0","1","0","0","0",,"1"
"Alford, Anthony",546990,2020,"3","0","0","0","0","0","0","0","0","2","1","0",,"0"
"Profar, Jurickson",595777,2020,"7","1","0","0","0","0","0","0","0","6","1","0",,"0"
"Ward, Taylor",621493,2020,"2","0","0","0","1","0","0","0","0","2","0","0",,"0"
"Sogard, Eric",519299,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Winker, Jesse",608385,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Dahl, David",621311,2020,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Grichuk, Randal",545341,2020,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Calhoun, Willie",641432,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Jay, Jon",445055,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Iglesias, Jose",578428,2020,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
