"last_name, first_name","player_id","year","r_total_stolen_base","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Turang, Brice",668930,2023,"26","4","0","0","2","0","0","0","0","24","2","0",,"0"
"Riley, Austin",663586,2023,"3","1","0","0","0","0","0","0","0","3","0","0",,"0"
"Herrera, Iván",671056,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Arias, Gabriel",672356,2023,"3","4","0","0","0","0","1","0","0","2","0","1",,"1"
"Moncada, Yoán",660162,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Thompson, Bubba",669352,2023,"4","2","0","0","0","0","2","0","0","4","0","0",,"2"
"Tauchman, Mike",643565,2023,"7","1","0","0","2","0","0","0","0","7","0","0",,"0"
"Mullins II, Cedric",656775,2023,"19","3","0","0","0","0","0","0","0","17","2","0",,"0"
"Azocar, José",640492,2023,"8","2","0","0","0","0","0","0","0","6","2","0",,"0"
"Fermin, Freddy",666023,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Busch, Michael",683737,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Raleigh, Cal",663728,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Piña, Manny",444489,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Robles, Victor",645302,2023,"8","1","0","0","0","0","1","0","0","7","1","0",,"1"
"Sheets, Gavin",657757,2023,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Bell, Josh",605137,2023,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Raley, Luke",670042,2023,"14","2","1","0","0","0","0","1","0","14","0","0",,"1"
"Urías, Luis",649966,2023,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Kennedy, Buddy",671083,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Merrifield, Whit",593160,2023,"26","4","6","0","0","0","3","1","0","18","8","0",,"4"
"Grichuk, Randal",545341,2023,"2","2","0","0","0","0","1","0","0","2","0","0",,"1"
"Díaz, Aledmys",649557,2023,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Voit III, Luke",572228,2023,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Sullivan, Brett",664954,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Casali, Curt",592200,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hays, Austin",669720,2023,"5","1","0","0","0","0","0","0","0","5","0","0",,"0"
"Goldschmidt, Paul",502671,2023,"11","2","0","0","0","0","0","0","0","8","3","0",,"0"
"Semien, Marcus",543760,2023,"14","3","0","0","1","0","0","0","0","13","1","0",,"0"
"Cave, Jake",595909,2023,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Kim, Ha-Seong",673490,2023,"38","8","0","1","2","0","1","1","1","30","8","0",,"3"
"Rutschman, Adley",668939,2023,"1","1","0","1","0","0","0","0","0","1","0","0",,"0"
"Adams, Riley",656180,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Allen, Greg",656185,2023,"3","1","0","0","0","0","1","0","0","3","0","0",,"1"
"Wells, Austin",669224,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Camargo, Johan",622666,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Suwinski, Jack",669261,2023,"13","0","2","0","0","0","0","0","0","11","2","0",,"0"
"Laureano, Ramón",657656,2023,"12","1","0","0","1","0","0","0","0","3","9","0",,"0"
"Marcano, Tucupita",672779,2023,"5","2","0","0","0","0","0","0","0","3","2","0",,"0"
"Eaton, Nate",681987,2023,"3","0","0","0","0","0","0","0","0","2","1","0",,"0"
"Grisham, Trent",663757,2023,"15","3","0","0","0","0","2","0","0","14","1","0",,"2"
"Abreu, Wilyer",677800,2023,"3","1","0","0","0","0","0","0","0","3","0","0",,"0"
"Friedl Jr., TJ",670770,2023,"27","4","2","0","0","0","2","0","0","25","2","0",,"2"
"De La Cruz, Elly",682829,2023,"35","5","2","1","0","0","2","2","0","28","6","1",,"4"
"Robert Jr., Luis",673357,2023,"20","3","1","0","0","0","0","1","0","16","4","0",,"1"
"Garlick, Kyle",664247,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Thomas, Alek",677950,2023,"9","1","0","0","1","0","2","0","0","8","1","0",,"2"
"Cooper, Garrett",643265,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mendick, Danny",664901,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Vaughn, Andrew",683734,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Outman, James",681546,2023,"16","3","0","0","3","0","0","0","1","16","0","0",,"1"
"Bart, Joey",663698,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Canario, Alexander",672744,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Tena, José",677588,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Anderson, Brian",605119,2023,"1","3","0","0","0","0","0","0","0","0","1","0",,"0"
"Ramírez, José",608070,2023,"28","6","0","0","0","0","2","1","0","26","1","1",,"3"
"Turner, Trea",607208,2023,"30","0","0","0","2","0","3","0","0","22","8","0",,"3"
"Stubbs, Garrett",596117,2023,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"O'Hearn, Ryan",656811,2023,"5","1","0","0","0","0","0","0","0","5","0","0",,"0"
"Haseley, Adam",656514,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Flores, Wilmer",527038,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Jansen, Danny",643376,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Schoop, Jonathan",570731,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davis, J.D.",605204,2023,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Reyes, Pablo",622569,2023,"7","2","0","0","0","0","0","0","0","6","1","0",,"0"
"Mountcastle, Ryan",663624,2023,"3","1","0","0","0","0","1","0","0","3","0","0",,"1"
"Maile, Luke",571912,2023,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Dalbec, Bobby",666915,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Doyle, Brenton",686668,2023,"22","5","0","0","0","0","1","0","0","21","1","0",,"1"
"Torrens, Luis",620443,2023,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Farmer, Kyle",571657,2023,"2","4","0","0","1","0","0","0","0","1","1","0",,"0"
"Schanuel, Nolan",694384,2023,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Seager, Corey",608369,2023,"2","1","0","0","0","0","1","0","0","2","0","0",,"1"
"Bader, Harrison",664056,2023,"20","3","0","0","1","0","1","0","1","19","1","0",,"2"
"Wynns, Austin",642851,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Castro, Rodolfo",666801,2023,"1","1","3","0","1","0","1","0","0","0","1","0",,"1"
"Pérez, Carlos",542208,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Soto, Juan",665742,2023,"12","3","2","0","2","0","2","0","0","10","2","0",,"2"
"La Stella, Tommy",600303,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Singleton, Jon",572138,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wong, Connor",657136,2023,"8","2","0","0","0","0","0","0","0","8","0","0",,"0"
"Rutherford, Blake",666164,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Araúz, Jonathan",660620,2023,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Hedges, Austin",595978,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Harrison, Josh",543281,2023,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Drury, Brandon",592273,2023,"0","2","0","0","0","0","0","0","0","0","0","0",,"0"
"Garver, Mitch",641598,2023,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Duvall, Adam",594807,2023,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Rosario, Amed",642708,2023,"15","2","0","0","1","0","0","0","0","14","1","0",,"0"
"Díaz, Isan",656371,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Daza, Yonathan",602074,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Peña, Jeremy",665161,2023,"13","9","0","0","0","0","1","0","0","12","1","0",,"1"
"Andujar, Miguel",609280,2023,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Siri, Jose",642350,2023,"12","3","0","0","0","0","1","1","0","6","5","1",,"2"
"Calhoun, Willie",641432,2023,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Wiemer Jr., Joey",686894,2023,"11","3","1","0","0","0","2","0","0","9","2","0",,"2"
"Duran, Ezequiel",677649,2023,"8","4","0","0","0","0","0","0","0","8","0","0",,"0"
"Contreras, Willson",575929,2023,"6","1","2","0","0","0","0","1","0","3","3","0",,"1"
"Batten, Matthew",676946,2023,"2","2","0","0","0","0","0","0","0","2","0","0",,"0"
"Sabol, Blake",666165,2023,"4","2","0","0","0","0","0","0","0","4","0","0",,"0"
"Luciano, Marco",682617,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Rivera, Emmanuel",656896,2023,"1","0","0","0","2","0","0","0","0","1","0","0",,"0"
"Kiner-Falefa, Isiah",643396,2023,"14","5","0","0","1","0","1","0","0","13","0","1",,"1"
"Bellinger, Cody",641355,2023,"20","6","0","0","0","0","1","0","0","18","2","0",,"1"
"Short, Zack",670097,2023,"5","0","0","0","0","0","0","0","0","4","1","0",,"0"
"Vosler, Jason",613564,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bregman, Alex",608324,2023,"3","1","0","0","1","0","0","0","0","3","0","0",,"0"
"Gonzales, Nick",693304,2023,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Mitchell, Garrett",669003,2023,"1","1","0","0","0","0","0","0","0","0","1","0",,"0"
"Madrigal, Nick",663611,2023,"10","2","0","0","1","0","1","0","0","9","1","0",,"1"
"Thaiss, Matt",642136,2023,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Sosa, Lenyn",672820,2023,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Giménez, Andrés",665926,2023,"30","4","2","0","2","0","0","0","0","28","2","0",,"0"
"Naylor, Josh",647304,2023,"10","3","0","0","0","0","1","0","0","8","2","0",,"1"
"McKinney, Billy",641856,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Trejo, Alan",676701,2023,"5","1","0","0","2","0","1","0","0","4","1","0",,"1"
"Owings, Chris",572008,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Porter, Logan",682515,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Walker, Christian",572233,2023,"11","0","0","0","0","0","0","0","0","11","0","0",,"0"
"Alonso, Pete",624413,2023,"4","1","0","0","0","0","1","0","0","4","0","0",,"1"
"Smith, Kevin",675656,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Mateo, Jorge",622761,2023,"32","3","2","0","0","0","2","1","0","22","10","0",,"3"
"García, Adolis",666969,2023,"9","1","0","0","0","0","0","0","0","9","0","0",,"0"
"Millas, Drew",686452,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Adrianza, Ehire",501303,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Votto, Joey",458015,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Winker, Jesse",608385,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Brennan, Will",686823,2023,"13","5","0","0","0","0","0","0","0","13","0","0",,"0"
"Fraley, Jake",641584,2023,"21","3","2","0","0","0","1","0","0","18","3","0",,"1"
"Adams, Jordyn",677941,2023,"1","1","1","0","0","0","0","1","0","1","0","0",,"1"
"Rocchio, Brayan",677587,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cruz, Oneil",665833,2023,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Candelario, Jeimer",600869,2023,"8","1","0","0","0","0","1","0","0","8","0","0",,"1"
"McLain, Matt",680574,2023,"14","5","0","0","0","0","1","0","0","12","2","0",,"1"
"Diaz, Jordan",672478,2023,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Neto, Zach",687263,2023,"5","0","1","0","0","0","0","0","0","4","1","0",,"0"
"Pinto, René",650907,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Abreu, José",547989,2023,"0","0","1","0","0","0","0","1","0","0","0","0",,"1"
"DeLuca, Jonny",676356,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Wilson, Weston",642215,2023,"3","1","0","0","0","0","1","0","0","2","1","0",,"1"
"Baddoo, Akil",668731,2023,"14","3","0","0","0","0","0","0","0","14","0","0",,"0"
"Duffy, Matt",622110,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Steer, Spencer",668715,2023,"15","2","1","0","3","0","2","0","0","11","3","1",,"2"
"Pollock, AJ",572041,2023,"0","0","1","0","0","0","0","0","0","0","0","0",,"0"
"Kreidler, Ryan",668952,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Harris II, Michael",671739,2023,"20","2","2","0","0","0","2","1","0","20","0","0",,"3"
"Miller, Brad",543543,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Andrus, Elvis",462101,2023,"12","3","0","1","0","0","2","0","1","8","3","1",,"3"
"Greene, Riley",682985,2023,"7","0","0","0","0","0","0","0","0","7","0","0",,"0"
"Rooker Jr., Brent",667670,2023,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Carpenter, Kerry",681481,2023,"6","0","0","0","0","0","0","0","0","6","0","0",,"0"
"Jankowski, Travis",608671,2023,"19","1","0","0","1","0","0","0","0","18","1","0",,"0"
"Vierling, Matt",663837,2023,"6","6","0","0","0","0","1","0","0","6","0","0",,"1"
"India, Jonathan",663697,2023,"14","1","1","0","0","0","1","0","0","9","5","0",,"1"
"Odor, Rougned",596059,2023,"2","1","0","0","0","0","1","0","0","2","0","0",,"1"
"Devers, Rafael",646240,2023,"5","0","0","1","1","0","0","0","0","5","0","0",,"0"
"Hill, Derek",656537,2023,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Walls, Taylor",670764,2023,"22","1","0","0","0","0","1","1","0","14","8","0",,"2"
"Story, Trevor",596115,2023,"10","3","0","0","0","0","1","0","0","8","2","0",,"1"
"Marte, Ketel",606466,2023,"8","2","0","0","2","0","1","0","0","8","0","0",,"1"
"Volpe, Anthony",683011,2023,"24","5","0","0","1","0","3","1","0","15","9","0",,"4"
"Ruiz, Esteury",665923,2023,"67","10","3","0","2","0","7","0","0","46","21","0",,"7"
"Cordero, Franchy",614173,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Young, Jared",676724,2023,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Ward, Taylor",621493,2023,"4","1","1","0","0","0","0","0","0","4","0","0",,"0"
"Rogers, Jake",668670,2023,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Bryant, Kris",592178,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Delay, Jason",641511,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Querecuto, Juniel",578570,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Velazquez, Andrew",623205,2023,"13","2","1","0","0","0","1","0","0","12","1","0",,"1"
"Phillips, Brett",621433,2023,"3","1","0","0","0","0","0","1","0","2","1","0",,"1"
"Canha, Mark",592192,2023,"11","1","0","0","2","0","0","0","0","7","4","0",,"0"
"Cabbage, Trey",663550,2023,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Maldonado, Martín",455117,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Myers, Wil",571976,2023,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Clement, Ernie",676391,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Barnes, Austin",605131,2023,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Alvarez, Yordan",670541,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Freeman, Tyler",671289,2023,"5","0","0","0","0","0","0","0","0","5","0","0",,"0"
"Turner, Justin",457759,2023,"4","1","0","0","0","0","0","0","0","3","1","0",,"0"
"Gordon, Nick",624503,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Nootbaar, Lars",663457,2023,"11","1","0","0","0","0","0","0","0","9","2","0",,"0"
"Casas, Triston",671213,2023,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Grissom, Vaughn",687093,2023,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Kwan, Steven",680757,2023,"21","3","0","0","0","0","3","0","0","19","2","0",,"3"
"Gurriel Jr., Lourdes",666971,2023,"5","0","0","0","1","0","0","0","0","5","0","0",,"0"
"Pérez, Carlos",656024,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kelenic, Jarred",672284,2023,"13","5","0","0","1","0","1","0","0","13","0","0",,"1"
"Gamel, Ben",592325,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kemp, Tony",643393,2023,"15","4","0","0","1","0","0","0","0","15","0","0",,"0"
"Meadows, Austin",640457,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ramos, Henry",592656,2023,"2","0","1","0","0","0","0","0","0","1","1","0",,"0"
"Moniak, Mickey",666160,2023,"6","2","1","0","0","0","0","0","0","6","0","0",,"0"
"Kepler, Max",596146,2023,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Tovar, Ezequiel",678662,2023,"11","5","0","0","2","0","1","0","0","9","2","0",,"1"
"Sánchez, Gary",596142,2023,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Lewis, Royce",668904,2023,"6","1","0","0","0","0","0","0","1","5","1","0",,"1"
"Salazar, César",663967,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Longoria, Evan",446334,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Pratto, Nick",668472,2023,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Noda, Ryan",676116,2023,"3","1","0","0","1","0","4","0","0","3","0","0",,"4"
"Brosseau, Mike",670712,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mead, Curtis",678554,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Heim, Jonah",641680,2023,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Schneider, Davis",676914,2023,"1","0","0","0","0","0","0","0","0","0","1","0",,"0"
"Matos, Luis",682641,2023,"3","0","0","0","1","0","1","0","0","3","0","0",,"1"
"De La Cruz, Bryan",650559,2023,"4","1","0","0","2","0","0","0","0","2","1","1",,"0"
"Jiménez, Eloy",650391,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Massey, Michael",686681,2023,"6","2","0","0","0","0","1","1","0","6","0","0",,"2"
"Vavra, Terrin",679631,2023,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Lowe, Nathaniel",663993,2023,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Myers, Dane",667472,2023,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Diaz, Yainer",673237,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Brown, Seth",664913,2023,"3","1","0","0","0","0","1","0","0","3","0","0",,"1"
"Montero, Elehuris",660707,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kirk, Alejandro",672386,2023,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Reynolds, Bryan",668804,2023,"12","0","0","1","3","0","0","0","0","7","5","0",,"0"
"Adames, Willy",642715,2023,"5","2","1","0","1","0","1","0","0","4","1","0",,"1"
