"entity_id","entity_name","year","pitches","all_violations","pitcher_timer","batter_timer","batter_timeout","catcher_timer","defensive_shift"
663362,"Waldron, Matt",2024,2451,1,1,0,0,0,0
663423,"Thornton, Trent",2024,1144,1,1,0,0,0,0
663554,"Mize, Casey",2024,1790,1,1,0,0,0,0
663559,"Falter, Bailey",2024,2140,1,1,0,0,0,0
663568,"Kolek, Stephen",2024,799,1,1,0,0,0,0
663855,"Hicks, Jordan",2024,1960,1,1,0,0,0,0
663893,"Little, Brendon",2024,705,1,1,0,0,0,0
664076,"Cleavinger, Garrett",2024,1057,1,1,0,0,0,0
664192,"Lucchesi, Joey",2024,180,1,1,0,0,0,0
664299,"Javier, Cristian",2024,571,1,1,0,0,0,0
664350,"Sánchez, Sixto",2024,622,1,1,0,0,0,0
664776,"Cousins, Jake",2024,765,1,1,0,0,0,0
665625,"Peguero, Elvis",2024,839,1,1,0,0,0,0
666157,"Lodolo, Nick",2024,1865,1,1,0,0,0,0
666214,"Wentz, Joey",2024,1229,1,1,0,0,0,0
666745,"Brito, Jhony",2024,634,1,1,0,0,0,0
666818,"Frías, Luis",2024,230,1,1,0,0,0,0
667463,"King, John",2024,860,1,1,0,0,0,0
667725,"Tyler, Kyle",2024,581,1,1,0,0,0,0
668676,"Plesac, Zach",2024,209,1,1,0,0,0,0
668874,"Henley, Blair",2024,40,1,1,0,0,0,0
668941,"Romero, JoJo",2024,921,1,1,0,0,0,0
668943,"Miller, Ryan",2024,228,1,1,0,0,0,0
668964,"Myers, Tobias",2024,2219,1,1,0,0,0,0
669062,"Miller, Erik",2024,1271,1,1,0,0,0,0
669084,"Hall, DL",2024,783,1,1,0,0,0,0
669093,"Estrada, Jeremiah",2024,1090,1,1,0,0,0,0
669270,"Kuhnel, Joel",2024,159,1,1,0,0,0,0
669372,"Ginn, J.T.",2024,520,1,1,0,0,0,0
669387,"Mlodzinski, Carmen",2024,871,1,1,0,0,0,0
669622,"Bender, Anthony",2024,959,1,1,0,0,0,0
669713,"Wesneski, Hayden",2024,1077,1,1,0,0,0,0
669854,"Blanco, Ronel",2024,2803,1,1,0,0,0,0
669912,"Snead, Kirby",2024,197,1,1,0,0,0,0
669923,"Kirby, George",2024,2969,1,1,0,0,0,0
670036,"Festa, Matt",2024,391,1,1,0,0,0,0
670059,"Holderman, Colin",2024,870,1,1,0,0,0,0
670990,"Ramírez, Yohan",2024,774,1,1,0,0,0,0
671111,"Peralta, Sammy",2024,283,1,1,0,0,0,0
671345,"Foley, Jason",2024,931,1,1,0,0,0,0
671737,"Bradley, Taj",2024,2296,1,1,0,0,0,0
672456,"Montero, Keider",2024,1571,1,1,0,0,0,0
673540,"Senga, Kodai",2024,169,1,1,0,0,0,0
674003,"Bradford, Cody",2024,1176,1,1,0,0,0,0
675989,"Bolton, Cody",2024,313,1,1,0,0,0,0
676272,"Miller, Bobby",2024,1054,1,1,0,0,0,0
676395,"Garcia, Robert",2024,950,1,1,0,0,0,0
676440,"Bibee, Tanner",2024,3109,1,1,0,0,0,0
676534,"Faucher, Calvin",2024,1000,1,1,0,0,0,0
676664,"Sears, JP",2024,2858,1,1,0,0,0,0
676714,"Hughes, Brandon",2024,351,1,1,0,0,0,0
678020,"Halvorsen, Seth",2024,179,1,1,0,0,0,0
678368,"Bellozo, Valente",2024,1098,1,1,0,0,0,0
678394,"Bello, Brayan",2024,2713,1,1,0,0,0,0
678606,"Ferrer, Jose A.",2024,477,1,1,0,0,0,0
678821,"Peralta, Luis",2024,182,1,1,0,0,0,0
679885,"Martinez, Justin",2024,1201,1,1,0,0,0,0
680736,"Wrobleski, Justin",2024,593,1,1,0,0,0,0
681190,"Vásquez, Randy",2024,1692,1,1,0,0,0,0
681432,"Little, Luke",2024,443,1,1,0,0,0,0
681892,"Funderburk, Kody",2024,653,1,1,0,0,0,0
682254,"Montgomery, Mason",2024,159,1,1,0,0,0,0
682610,"Muñoz, Roddery",2024,1486,1,1,0,0,0,0
682989,"Mederos, Victor",2024,108,1,1,0,0,0,0
683409,"Chivilli, Angel",2024,514,1,1,0,0,0,0
683618,"Henriquez, Edgardo",2024,144,1,1,0,0,0,0
683627,"Molina, Anthony",2024,1053,1,1,0,0,0,0
683822,"Uwasawa, Naoyuki",2024,63,1,1,0,0,0,0
686563,"Cannon, Jonathan",2024,2029,1,1,0,0,0,0
686613,"Brown, Hunter",2024,2989,1,1,0,0,0,0
686642,"Ellard, Fraser",2024,442,1,1,0,0,0,0
686654,"Adcock, Ty",2024,87,1,1,0,0,0,0
687134,"Blalock, Bradley",2024,554,1,1,0,0,0,0
687792,"Herz, DJ",2024,1587,1,1,0,0,0,0
687863,"Hodge, Porter",2024,643,1,1,0,0,0,0
687924,"Aguiar, Julian",2024,532,1,1,0,0,0,0
689225,"Brieske, Beau",2024,1248,1,1,0,0,0,0
689958,"Walters, Andrew",2024,198,1,1,0,0,0,0
689981,"Ryan, River",2024,296,1,1,0,0,0,0
690544,"Horn, Bailey",2024,312,1,1,0,0,0,0
693433,"Woo, Bryan",2024,1717,1,1,0,0,0,0
694037,"Palencia, Daniel",2024,264,1,1,0,0,0,0
694350,"Brzykcy, Zach",2024,105,1,1,0,0,0,0
694813,"Stone, Gavin",2024,2154,1,1,0,0,0,0
700187,"Taylor, Troy",2024,329,1,1,0,0,0,0
814005,"Bloss Jr., Jake",2024,239,1,1,0,0,0,0
