"last_name, first_name","player_id","year","r_total_stolen_base","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Burger, Jake",669394,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Smith, Will",669257,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Lewis, Kyle",641786,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wisdom, Patrick",621550,2022,"8","2","1","1","2","0","1","0","0","6","2","0",,"1"
"Heyward, Jason",518792,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Lowe, Josh",666139,2022,"3","0","0","0","0","0","1","0","0","3","0","0",,"1"
"Mazeika, Patrick",664850,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Olivares, Edward",658668,2022,"2","3","0","0","0","0","0","0","0","2","0","0",,"0"
"Smith, Pavin",656976,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Vientos, Mark",668901,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Belt, Brandon",474832,2022,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Rojas, Miguel",500743,2022,"9","3","0","0","0","0","2","0","0","7","2","0",,"2"
"Ramos, Heliot",671218,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Varsho, Daulton",662139,2022,"16","6","0","0","4","0","2","0","0","15","1","0",,"2"
"Demeritte, Travis",641513,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bote, David",623520,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Adames, Willy",642715,2022,"8","1","2","0","0","0","1","1","0","6","1","1",,"2"
"Springer III, George",543807,2022,"14","2","0","0","0","0","0","0","0","13","1","0",,"0"
"Acuña Jr., Ronald",660670,2022,"29","10","0","1","0","0","1","0","0","27","2","0",,"1"
"Quiroz, Esteban",606019,2022,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Rengifo, Luis",650859,2022,"6","2","0","0","2","0","2","0","0","6","0","0",,"2"
"Plummer, Nick",663911,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Vogelbach, Daniel",596129,2022,"0","0","0","0","0","0","0","1","0","0","0","0",,"1"
"Meneses, Joey",608841,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Cabrera, Miguel",408234,2022,"1","0","0","0","0","0","0","0","0","0","1","0",,"0"
"Rutschman, Adley",668939,2022,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Bichette, Bo",666182,2022,"13","6","2","0","1","0","2","0","0","13","0","0",,"2"
"Díaz, Lewin",650331,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Muñoz, Yairo",622168,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Rizzo, Anthony",519203,2022,"6","3","2","0","1","0","0","0","0","3","3","0",,"0"
"Carpenter, Matt",572761,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Marsh, Brandon",669016,2022,"10","4","0","0","0","0","2","0","0","10","0","0",,"2"
"Profar, Jurickson",595777,2022,"5","1","0","0","0","0","0","0","0","5","0","0",,"0"
"Trout, Mike",545361,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Henderson, Gunnar",683002,2022,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Thompson, Trayce",572204,2022,"4","1","0","0","0","0","0","0","0","4","0","0",,"0"
"Vavra, Terrin",679631,2022,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Meyers, Jake",676694,2022,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Aranda, Jonathan",666018,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bemboom, Anthony",621532,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Alonso, Pete",624413,2022,"5","1","0","0","0","0","0","0","0","5","0","0",,"0"
"Reyes, Victor",622682,2022,"2","2","0","0","0","0","0","0","0","2","0","0",,"0"
"Peralta, David",444482,2022,"1","2","1","0","0","0","1","0","0","1","0","0",,"1"
"Ruiz, Keibert",660688,2022,"6","0","0","1","2","0","0","0","1","4","2","0",,"1"
"Rios, Edwin",621458,2022,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Mendick, Danny",664901,2022,"1","0","0","0","1","0","0","0","0","0","1","0",,"0"
"Tucker, Cole",657061,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Blackmon, Charlie",453568,2022,"4","1","0","0","0","0","0","0","0","4","0","0",,"0"
"Devers, Rafael",646240,2022,"3","1","0","0","0","0","0","0","0","3","0","0",,"0"
"White, Eli",642201,2022,"12","0","1","0","0","0","0","0","0","9","3","0",,"0"
"Canha, Mark",592192,2022,"3","1","0","0","3","0","0","0","0","3","0","0",,"0"
"Pérez, Roberto",547379,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"d'Arnaud, Travis",518595,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Happ, Ian",664023,2022,"9","3","1","0","2","0","0","0","0","7","2","0",,"0"
"Nevin, Tyler",663527,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Martinez, J.D.",502110,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Haase, Eric",606992,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Palacios, Jermaine",650339,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gutiérrez, Kelvin",642721,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Wong, Kolten",543939,2022,"17","4","1","1","0","0","0","0","1","17","0","0",,"1"
"Guthrie, Dalton",656495,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Thomas, Lane",657041,2022,"8","3","1","0","0","0","0","0","0","8","0","0",,"0"
"Straw, Myles",664702,2022,"21","1","0","0","1","0","0","0","0","18","3","0",,"0"
"Contreras, William",661388,2022,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Viloria, Meibrys",650619,2022,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Anderson, Tim",641313,2022,"13","0","0","0","0","0","2","0","0","11","2","0",,"2"
"Naquin, Tyler",571980,2022,"4","2","0","0","1","0","0","0","0","4","0","0",,"0"
"Wallach, Chad",595453,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Katoh, Gosuke",641741,2022,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Albies, Ozzie",645277,2022,"3","5","0","0","0","0","0","0","0","3","0","0",,"0"
"Reyes, Franmil",614177,2022,"2","0","1","0","0","0","0","0","0","1","1","0",,"0"
"Moustakas, Mike",519058,2022,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Voit III, Luke",572228,2022,"1","0","1","0","0","0","0","1","0","1","0","0",,"1"
"Vosler, Jason",613564,2022,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"González, Luis",670768,2022,"10","2","0","0","0","0","2","0","0","10","0","0",,"2"
"Bannon, Rylan",676625,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Pham, Tommy",502054,2022,"8","3","0","0","5","0","1","0","0","8","0","0",,"1"
"Higashioka, Kyle",543309,2022,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Romine, Austin",519222,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bohm, Alec",664761,2022,"2","3","0","0","1","0","2","0","0","2","0","0",,"2"
"Stassi, Max",545358,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ellis, Drew",656403,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Stowers, Kyle",669065,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Aguilar, Jesús",542583,2022,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Dickerson, Corey",572816,2022,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Daza, Yonathan",602074,2022,"0","3","0","0","2","0","0","0","0","0","0","0",,"0"
"Madris, Bligh",676632,2022,"2","1","0","0","1","0","0","0","0","2","0","0",,"0"
"Mancini III, Trey",641820,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Alfaro, Jorge",595751,2022,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Mayfield, Jack",608686,2022,"1","0","0","0","3","0","0","0","0","1","0","0",,"0"
"Machado, Dixon",553988,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hoskins, Rhys",656555,2022,"2","1","0","0","2","0","3","0","0","2","0","0",,"3"
"MacKinnon, David",676950,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Tellez, Rowdy",642133,2022,"2","1","0","0","0","0","1","0","0","2","0","0",,"1"
"Ibáñez, Andy",628451,2022,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Yelich, Christian",592885,2022,"19","2","1","0","1","0","0","0","0","18","1","0",,"0"
"Bethancourt, Christian",542194,2022,"5","1","0","0","0","0","0","1","0","4","1","0",,"1"
"Cain, Lorenzo",456715,2022,"2","1","1","0","0","0","0","0","0","2","0","0",,"0"
"Pollock, AJ",572041,2022,"3","1","0","0","0","0","0","0","0","2","1","0",,"0"
"Padlo, Kevin",656821,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Batten, Matthew",676946,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Machado, Manny",592518,2022,"9","1","0","0","1","0","0","1","0","9","0","0",,"1"
"Giménez, Andrés",665926,2022,"20","3","0","0","0","0","0","1","0","19","1","0",,"1"
"Thompson, Bubba",669352,2022,"18","3","0","0","1","0","2","0","0","17","1","0",,"2"
"Bogaerts, Xander",593428,2022,"8","1","1","0","0","0","0","0","0","3","5","0",,"0"
"Lowe, Brandon",664040,2022,"1","0","0","0","1","0","0","0","0","0","1","0",,"0"
"Call, Alex",669743,2022,"3","2","1","0","0","0","2","0","0","3","0","0",,"2"
"Thomas, Dillon",605504,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Garcia, Leury",544725,2022,"2","0","0","0","0","0","1","0","1","2","0","0",,"2"
"Knizner, Andrew",668800,2022,"0","0","0","1","1","0","0","0","1","0","0","0",,"1"
"Marte, Ketel",606466,2022,"5","1","0","0","2","0","0","0","0","2","3","0",,"0"
"Herrera, Jose",645444,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Alvarez, Francisco",682626,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Moreno, Gabriel",672515,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Contreras, Mark",676628,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Andrus, Elvis",462101,2022,"18","4","0","0","0","0","0","1","0","12","6","0",,"1"
"Mateo, Jorge",622761,2022,"35","6","3","0","0","0","0","1","0","29","6","0",,"1"
"Chavis, Michael",656308,2022,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Kolozsvary, Mark",656627,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Stephenson, Tyler",663886,2022,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Marte, Starling",516782,2022,"18","9","0","0","1","0","1","0","0","14","2","2",,"1"
"Marcano, Tucupita",672779,2022,"2","0","1","0","0","0","0","0","0","1","1","0",,"0"
"Santana, Carlos",467793,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Odor, Rougned",596059,2022,"6","0","1","0","2","0","1","1","0","5","1","0",,"2"
"Nootbaar, Lars",663457,2022,"4","1","0","0","0","0","0","0","0","4","0","0",,"0"
"Díaz, Elias",553869,2022,"0","0","0","1","2","0","0","0","0","0","0","0",,"0"
"Bolt, Skye",621450,2022,"5","0","0","0","0","0","1","0","0","4","1","0",,"1"
"Cronenworth, Jake",630105,2022,"3","0","0","0","1","0","0","0","0","3","0","0",,"0"
"Heineman, Tyler",623168,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Gallagher, Cam",595956,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"García, Adolis",666969,2022,"25","4","2","0","2","0","1","1","0","23","2","0",,"2"
"Brown, Seth",664913,2022,"11","1","1","0","0","0","0","0","0","11","0","0",,"0"
"Larnach, Trevor",663616,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hayes, Ke'Bryan",663647,2022,"20","5","0","0","2","0","1","0","0","13","7","0",,"1"
"McNeil, Jeff",643446,2022,"4","0","0","0","1","0","0","0","0","3","1","0",,"0"
"Soto, Juan",665742,2022,"6","2","0","0","1","0","1","0","1","6","0","0",,"2"
"Henry, Payton",668721,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bart, Joey",663698,2022,"2","1","0","0","3","0","1","0","0","2","0","0",,"1"
"González, Erik",570481,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Castillo, Diego",660636,2022,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Arenado, Nolan",571448,2022,"5","3","0","0","1","0","0","0","0","5","0","0",,"0"
"Garrett, Stone",656448,2022,"3","0","1","0","0","0","0","1","0","2","1","0",,"1"
"Pinto, René",650907,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Camargo, Johan",622666,2022,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Slater, Austin",596103,2022,"12","1","0","0","1","0","3","0","0","12","0","0",,"3"
"Walsh, Jared",665120,2022,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Collins, Zack",641470,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Fairchild, Stuart",656413,2022,"0","2","0","0","0","0","2","0","0","0","0","0",,"2"
"Arroyo, Christian",624414,2022,"5","1","0","0","0","0","1","0","0","5","0","0",,"1"
"Castro, Rodolfo",666801,2022,"5","1","1","1","0","0","0","0","1","5","0","0",,"1"
"Almonte, Abraham",501659,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Papierski, Michael",657709,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cooper, Garrett",643265,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Polanco, Jorge",593871,2022,"3","3","0","0","0","0","0","0","1","3","0","0",,"1"
"Jeffers, Ryan",680777,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Shaw, Travis",543768,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mercedes, Yermín",606213,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hicks, Aaron",543305,2022,"10","2","1","0","2","0","0","1","0","9","1","0",,"1"
"Lindor, Francisco",596019,2022,"16","5","1","0","2","0","1","0","0","12","4","0",,"1"
"Zunino, Mike",572287,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hermosillo, Michael",641684,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Vogt, Stephen",519390,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Castro, Jason",488771,2022,"1","0","0","0","0","0","0","0","0","0","1","0",,"0"
"Mountcastle, Ryan",663624,2022,"4","1","0","0","0","0","0","0","0","3","1","0",,"0"
"Vargas, Miguel",678246,2022,"1","0","0","0","1","0","0","0","0","0","1","0",,"0"
"Nido, Tomás",621512,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Luplow, Jordan",656669,2022,"5","1","0","0","0","0","1","0","0","4","1","0",,"1"
"Farmer, Kyle",571657,2022,"4","3","0","0","1","0","0","0","0","4","0","0",,"0"
"Mercado, Óscar",640458,2022,"2","2","0","0","0","0","0","0","0","2","0","0",,"0"
"Herrera, Iván",671056,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Melendez Jr., MJ",669004,2022,"2","3","0","0","0","0","0","0","0","2","0","0",,"0"
"Bae, Ji Hwan",678225,2022,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Olson, Matt",621566,2022,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Goodrum, Niko",592348,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Mastrobuoni, Miles",670156,2022,"1","0","0","0","0","0","0","0","0","0","1","0",,"0"
"Capel, Conner",668843,2022,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Lagares, Juan",501571,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Johnson, Bryce",669369,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Anderson, Brian",605119,2022,"1","0","0","0","2","0","0","0","0","1","0","0",,"0"
"Gordon, Nick",624503,2022,"6","3","1","0","1","0","0","0","0","5","1","0",,"0"
"McKenna, Ryan",663630,2022,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Pinder, Chad",640461,2022,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Berti, Jon",542932,2022,"41","4","1","0","0","0","5","1","0","37","4","0",,"6"
"Davis, Brendon",663478,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Sheets, Gavin",657757,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Montero, Elehuris",660707,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Dunand, Joe",656388,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gallo, Joey",608336,2022,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Goldschmidt, Paul",502671,2022,"7","0","0","0","1","0","0","0","0","6","1","0",,"0"
"Bryant, Kris",592178,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davis, Jonathan",641505,2022,"7","0","1","0","0","0","1","0","0","7","0","0",,"1"
"Senzel, Nick",669222,2022,"8","4","0","1","2","0","3","1","0","6","2","0",,"4"
"McCormick, Chas",676801,2022,"4","3","0","0","0","0","1","0","0","4","0","0",,"1"
"Stefanic, Michael",683021,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Short, Zack",670097,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Harris II, Michael",671739,2022,"20","2","0","0","1","0","0","0","0","16","4","0",,"0"
"Arozarena, Randy",668227,2022,"32","10","2","0","1","0","2","1","0","27","5","0",,"3"
"Frazier, Clint",640449,2022,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Krizan, Jason",607249,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Pederson, Joc",592626,2022,"3","1","1","0","0","0","0","1","0","3","0","0",,"1"
"Gamel, Ben",592325,2022,"5","1","0","0","0","0","2","0","0","5","0","0",,"2"
"Carlson, Dylan",666185,2022,"5","2","0","0","1","0","0","0","0","5","0","0",,"0"
"Allen, Greg",656185,2022,"8","2","0","0","0","0","1","0","0","6","2","0",,"1"
"Molina, Yadier",425877,2022,"2","0","0","0","0","0","0","0","0","1","1","0",,"0"
"Suzuki, Kurt",435559,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Friedl Jr., TJ",670770,2022,"7","0","1","1","0","0","0","0","0","7","0","0",,"0"
"Alcántara, Sergio",642727,2022,"1","2","0","0","1","0","0","0","0","1","0","0",,"0"
"Steer, Spencer",668715,2022,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Alvarez, Yordan",670541,2022,"1","0","0","1","0","0","0","0","0","0","0","1",,"0"
"Newman, Kevin",621028,2022,"8","2","0","0","0","0","0","0","0","5","3","0",,"0"
"Rivera, Emmanuel",656896,2022,"1","2","0","0","1","0","1","0","1","1","0","0",,"2"
"Abreu, José",547989,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Biggio, Cavan",624415,2022,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"O'Neill, Tyler",641933,2022,"14","3","1","0","0","0","0","0","0","13","1","0",,"0"
"Upton, Justin",457708,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Brantley Jr., Michael",488726,2022,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Schoop, Jonathan",570731,2022,"5","0","0","0","0","0","0","0","0","5","0","0",,"0"
"Realmuto, J.T.",592663,2022,"21","1","0","0","1","0","0","0","0","18","3","0",,"0"
"Dubón, Mauricio",643289,2022,"2","3","0","0","0","0","1","0","0","2","0","0",,"1"
"Astudillo, Willians",553902,2022,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Stott, Bryson",681082,2022,"12","3","0","1","2","0","3","0","0","11","1","0",,"3"
"Espinal, Santiago",669289,2022,"6","6","0","0","0","0","1","0","0","6","0","0",,"1"
"Edman, Tommy",669242,2022,"32","3","0","0","1","0","2","1","0","29","3","0",,"3"
"Taveras, Leody",665750,2022,"11","5","0","0","0","0","3","0","0","10","1","0",,"3"
"Lopez, Otto",672640,2022,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Casas, Triston",671213,2022,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Walker, Steele",667727,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Toro, Abraham",647351,2022,"2","0","0","0","0","0","0","0","0","1","1","0",,"0"
"Alberto, Hanser",593643,2022,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Kirk, Alejandro",672386,2022,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Sosa, Edmundo",624641,2022,"6","1","0","0","0","0","0","0","0","5","1","0",,"0"
"Wade, Tyler",642180,2022,"8","4","1","0","1","0","0","0","0","8","0","0",,"0"
"Fox, Lucius",665650,2022,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Miller, Brad",543543,2022,"4","1","1","0","0","0","0","1","0","3","1","0",,"1"
"Longoria, Evan",446334,2022,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Castro, Harold",605612,2022,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Lowe, Nathaniel",663993,2022,"2","2","0","0","0","0","1","0","0","2","0","0",,"1"
"Gosselin, Phil",594838,2022,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
