"last_name, first_name","player_id","year","r_total_stolen_base","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Ornelas, Jonathan",680716,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Mountcastle, Ryan",663624,2024,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Ramos, Heliot",671218,2024,"6","1","0","0","0","0","0","0","0","6","0","0",,"0"
"Massey, Michael",686681,2024,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Correa, Carlos",621043,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"McCann, Kyle",668832,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ramos, Bryan",682868,2024,"0","2","0","0","0","0","1","0","0","0","0","0",,"1"
"Thaiss, Matt",642136,2024,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Benintendi, Andrew",643217,2024,"3","2","0","0","0","0","0","0","0","3","0","0",,"0"
"Casas, Triston",671213,2024,"0","0","1","0","0","0","0","0","0","0","0","0",,"0"
"Siri, Jose",642350,2024,"14","5","2","0","0","0","1","0","0","10","4","0",,"1"
"Fermin, Freddy",666023,2024,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Cooper, Garrett",643265,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Fraley, Jake",641584,2024,"20","4","1","0","0","0","2","1","0","18","2","0",,"3"
"Chisholm Jr., Jazz",665862,2024,"40","10","0","0","2","0","4","0","0","29","11","0",,"4"
"Devers, Rafael",646240,2024,"3","0","0","0","1","0","0","0","0","3","0","0",,"0"
"Yepez, Juan",660766,2024,"2","1","0","0","0","0","0","1","0","2","0","0",,"1"
"Abreu, José",547989,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Schwarber, Kyle",656941,2024,"5","3","0","0","0","0","1","1","0","4","1","0",,"2"
"Wagner, Will",695238,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gurriel Jr., Lourdes",666971,2024,"7","1","0","0","1","0","0","0","0","7","0","0",,"0"
"Sosa, Edmundo",624641,2024,"7","1","0","0","0","0","0","0","0","7","0","0",,"0"
"Suárez, Eugenio",553993,2024,"2","1","0","0","2","0","1","0","0","2","0","0",,"1"
"Driscoll, Logan",686482,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"McKinstry, Zach",656716,2024,"16","0","0","0","0","0","1","0","0","16","0","0",,"1"
"Reyes, Pablo",622569,2024,"1","1","1","0","0","0","0","0","0","1","0","0",,"0"
"Bae, Ji Hwan",678225,2024,"6","2","0","0","0","0","0","0","0","6","0","0",,"0"
"Murphy, Sean",669221,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Aranda, Jonathan",666018,2024,"0","0","0","0","0","0","0","0","1","0","0","0",,"1"
"McCutchen, Andrew",457705,2024,"3","0","2","0","0","0","0","0","0","2","0","1",,"0"
"Andujar, Miguel",609280,2024,"3","2","0","0","1","0","0","1","0","3","0","0",,"1"
"Stallings, Jacob",607732,2024,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Schneider, Davis",676914,2024,"6","0","0","0","1","0","0","0","0","5","1","0",,"0"
"Kirilloff, Alex",666135,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Myers, Dane",667472,2024,"4","1","0","0","0","0","0","0","0","4","0","0",,"0"
"Saggese, Thomas",695336,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Tauchman, Mike",643565,2024,"6","2","0","0","2","0","0","0","0","4","2","0",,"0"
"Arias, Gabriel",672356,2024,"5","2","0","0","1","0","0","0","0","5","0","0",,"0"
"Jansen, Danny",643376,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Monasterio, Andruw",655316,2024,"6","1","0","1","0","0","0","0","0","6","0","0",,"0"
"Haase, Eric",606992,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Contreras, William",661388,2024,"9","1","1","0","2","0","1","0","0","8","0","1",,"1"
"Palacios, Joshua",641943,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Joe, Connor",656582,2024,"2","2","0","0","0","0","1","0","0","2","0","0",,"1"
"Farmer, Kyle",571657,2024,"3","4","1","0","1","0","2","0","0","3","0","0",,"2"
"Goldschmidt, Paul",502671,2024,"11","0","0","0","0","0","0","0","0","8","3","0",,"0"
"Baker, Darren",671117,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Sánchez, Ali",645305,2024,"2","0","0","1","0","0","0","0","0","1","0","1",,"0"
"Volpe, Anthony",683011,2024,"28","5","2","0","0","0","0","0","0","17","11","0",,"0"
"Anderson, Tim",641313,2024,"4","4","0","0","0","0","2","0","0","4","0","0",,"2"
"Florial, Estevan",664314,2024,"2","1","0","0","0","0","0","0","0","2","0","0",,"0"
"Soto, Juan",665742,2024,"7","3","1","0","0","0","0","0","0","6","1","0",,"0"
"Taylor, Michael A.",572191,2024,"12","1","0","0","0","0","2","0","1","8","4","0",,"3"
"Olivares, Edward",658668,2024,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Alonso, Pete",624413,2024,"3","0","0","0","1","0","0","0","0","3","0","0",,"0"
"Rios, Edwin",621458,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"McGuire, Reese",624512,2024,"3","0","0","0","0","0","0","0","0","2","1","0",,"0"
"Swanson, Dansby",621020,2024,"19","3","0","0","1","0","0","0","0","17","2","0",,"0"
"Melendez Jr., MJ",669004,2024,"4","4","0","0","0","0","0","1","0","4","0","0",,"1"
"Gelof, Zack",680869,2024,"25","3","0","0","0","0","1","0","0","24","1","0",,"1"
"Jung, Jace",690291,2024,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Wong, Connor",657136,2024,"8","6","1","0","1","0","3","0","0","8","0","0",,"3"
"White, Eli",642201,2024,"3","1","0","0","0","0","0","0","0","3","0","0",,"0"
"Guillorme, Luis",641645,2024,"4","2","0","0","0","0","1","0","0","4","0","0",,"1"
"Martini, Nick",605361,2024,"1","3","0","0","1","0","1","0","0","1","0","0",,"1"
"Dunn, Oliver",686554,2024,"3","0","0","0","2","0","0","0","0","3","0","0",,"0"
"García, Luis",671277,2024,"22","5","0","0","0","0","1","0","0","18","4","0",,"1"
"Jones, Nolan",666134,2024,"5","4","0","0","3","0","0","0","0","4","1","0",,"0"
"Meneses, Joey",608841,2024,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Encarnacion-Strand, Christian",687952,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Noel, Jhonkensy",678877,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Vaughn, Andrew",683734,2024,"2","0","0","0","3","0","0","0","0","2","0","0",,"0"
"Salazar, César",663967,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Realmuto, J.T.",592663,2024,"2","2","0","0","0","0","0","0","0","2","0","0",,"0"
"Tatis Jr., Fernando",665487,2024,"11","2","1","0","0","0","0","1","0","10","1","0",,"1"
"Carpenter, Matt",572761,2024,"0","2","0","0","0","0","1","0","0","0","0","0",,"1"
"Jimenez, Leo",677870,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"De Los Santos, Luis",665782,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Herrera, Iván",671056,2024,"5","0","0","0","0","0","1","0","0","4","1","0",,"1"
"Duran, Jarren",680776,2024,"34","6","1","0","4","0","2","1","0","30","2","2",,"3"
"Jeffers, Ryan",680777,2024,"3","0","0","0","0","0","0","0","0","2","0","1",,"0"
"Crews, Dylan",686611,2024,"12","2","0","1","0","0","0","0","0","8","4","0",,"0"
"Wade Jr., LaMonte",664774,2024,"2","1","0","0","1","0","0","0","0","2","0","0",,"0"
"Mead, Curtis",678554,2024,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Chourio, Jackson",694192,2024,"22","5","1","1","0","0","2","0","0","21","1","0",,"2"
"Bellinger, Cody",641355,2024,"9","1","1","0","1","0","1","1","0","8","1","0",,"2"
"De La Cruz, Bryan",650559,2024,"5","2","0","0","2","0","0","0","0","4","1","0",,"0"
"Cabrera, Oswaldo",665828,2024,"4","2","0","0","2","0","0","0","0","4","0","0",,"0"
"Mateo, Jorge",622761,2024,"13","1","1","0","0","0","0","0","0","12","1","0",,"0"
"Naylor, Josh",647304,2024,"6","1","1","0","1","0","0","0","0","5","1","0",,"0"
"Lowe, Josh",666139,2024,"25","1","0","0","0","0","0","0","0","21","3","1",,"0"
"Gonzales, Nick",693304,2024,"5","1","0","2","0","0","0","1","0","5","0","0",,"1"
"Gray, Tristan",656484,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Urshela, Gio",570482,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Knizner, Andrew",668800,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Julks, Corey",667452,2024,"5","2","0","0","0","0","1","0","0","5","0","0",,"1"
"Madris, Bligh",676632,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Gomes, Yan",543228,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Martínez, Angel",682657,2024,"3","0","1","0","0","0","0","0","0","3","0","0",,"0"
"Taylor, Tyrone",621438,2024,"11","2","0","0","0","0","0","0","0","10","1","0",,"0"
"Refsnyder, Rob",608701,2024,"2","2","0","0","0","0","2","0","0","2","0","0",,"2"
"Schneemann, Daniel",682177,2024,"3","2","0","0","0","0","1","0","0","3","0","0",,"1"
"Montero, Elehuris",660707,2024,"0","0","0","0","2","0","0","0","0","0","0","0",,"0"
"Riley, Austin",663586,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Acuña Jr., Ronald",660670,2024,"16","1","2","0","0","0","3","1","0","12","4","0",,"4"
"Ruiz, Esteury",665923,2024,"5","4","0","0","0","0","1","0","0","3","2","0",,"1"
"Cronenworth, Jake",630105,2024,"5","2","0","0","2","0","1","0","0","4","0","1",,"1"
"Pillar, Kevin",607680,2024,"12","3","0","0","1","0","3","0","0","11","1","0",,"3"
"Williams, Alika",675961,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Sheets, Gavin",657757,2024,"2","1","0","1","1","0","0","0","0","2","0","0",,"0"
"Edman, Tommy",669242,2024,"6","0","0","0","0","0","0","0","0","6","0","0",,"0"
"Raleigh, Cal",663728,2024,"6","1","0","0","0","0","0","0","0","6","0","0",,"0"
"Smith, Dominic",642086,2024,"1","0","1","0","1","0","0","1","0","1","0","0",,"1"
"Nimmo, Brandon",607043,2024,"15","0","0","0","0","0","0","0","0","14","1","0",,"0"
"Thompson, Bubba",669352,2024,"5","0","0","0","0","0","0","0","0","3","2","0",,"0"
"Baldwin, Brooks",681460,2024,"4","0","0","0","0","0","0","0","0","4","0","0",,"0"
"Rocchio, Brayan",677587,2024,"10","6","0","0","0","0","0","0","0","10","0","0",,"0"
"Haggerty, Sam",664059,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Sánchez, Gary",596142,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Witt Jr., Bobby",677951,2024,"31","10","2","0","2","0","7","0","0","29","2","0",,"7"
"Carlson, Dylan",666185,2024,"2","0","0","1","0","0","0","0","0","2","0","0",,"0"
"Gorman, Nolan",669357,2024,"6","0","1","0","0","0","0","1","0","6","0","0",,"1"
"Lockridge, Brandon",663604,2024,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Robinson, Chuckie",642020,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Wells, Austin",669224,2024,"1","2","0","0","0","0","2","0","0","1","0","0",,"2"
"Peterson, Jace",607054,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Berroa, Steward",672642,2024,"6","2","0","0","0","0","0","0","0","6","0","0",,"0"
"Leblanc, Charles",641779,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"India, Jonathan",663697,2024,"13","2","0","0","1","0","0","1","0","13","0","0",,"1"
"Jackson, Alex",656577,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Foscue, Justin",679822,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Marte, Starling",516782,2024,"16","1","0","0","2","0","1","0","0","16","0","0",,"1"
"Bregman, Alex",608324,2024,"3","1","0","0","2","0","1","0","0","2","1","0",,"1"
"Canario, Alexander",672744,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Keith, Colt",690993,2024,"7","1","0","0","0","0","0","1","0","7","0","0",,"1"
"Suwinski, Jack",669261,2024,"9","1","0","0","0","0","0","0","0","9","0","0",,"0"
"Marte, Noelvi",682622,2024,"9","2","1","0","0","0","0","1","0","6","3","0",,"1"
"Urías, Luis",649966,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Velázquez, Nelson",676369,2024,"2","0","0","0","0","0","0","1","0","1","1","0",,"1"
"Clase, Jonatan",682729,2024,"3","1","0","0","0","0","1","0","0","3","0","0",,"1"
"Luciano, Marco",682617,2024,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Tromp, Chadwick",644433,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Collins, Isaac",686555,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Suzuki, Seiya",673548,2024,"16","3","3","0","2","0","1","1","0","15","1","0",,"2"
"Pereda, Jhonny",640902,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hampson, Garrett",641658,2024,"7","0","1","1","0","0","1","1","0","6","1","0",,"2"
"Hill, Derek",656537,2024,"6","2","0","0","0","0","1","0","0","5","1","0",,"1"
"Slater, Austin",596103,2024,"3","2","0","0","0","0","0","1","0","3","0","0",,"1"
"O'Hearn, Ryan",656811,2024,"3","1","0","0","0","0","0","0","0","3","0","0",,"0"
"Rooker Jr., Brent",667670,2024,"11","2","0","1","0","0","0","0","0","11","0","0",,"0"
"Reynolds, Bryan",668804,2024,"10","2","0","0","1","0","1","0","0","10","0","0",,"1"
"Pinto, René",650907,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Lowe, Nathaniel",663993,2024,"2","0","0","0","1","0","0","0","0","2","0","0",,"0"
"Harris, Brett",695391,2024,"0","3","0","0","0","0","1","0","0","0","0","0",,"1"
"Bruján, Vidal",660644,2024,"5","6","0","0","1","0","0","0","0","1","4","0",,"0"
"Fortes, Nick",663743,2024,"0","1","0","0","1","0","0","0","0","0","0","0",,"0"
"Ramírez, José",608070,2024,"41","5","1","1","2","0","1","0","0","34","7","0",,"1"
"Biggio, Cavan",624415,2024,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Gasper, Mickey",681508,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Horwitz, Spencer",687462,2024,"0","0","0","0","0","0","1","0","0","0","0","0",,"1"
"Tellez, Rowdy",642133,2024,"1","0","0","0","0","0","1","0","0","1","0","0",,"1"
"Encarnacion, Jerar",666464,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Loftin, Nick",679845,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Rojas, Miguel",500743,2024,"8","2","0","0","2","0","0","0","0","6","2","0",,"0"
"Morel, Christopher",666624,2024,"8","7","0","0","1","0","1","0","0","6","2","0",,"1"
"Moncada, Yoán",660162,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Hoerner, Nico",663538,2024,"31","6","0","0","2","0","2","0","0","23","8","0",,"2"
"McCann, James",543510,2024,"1","0","0","0","1","0","0","0","0","1","0","0",,"0"
"Alcantara, Kevin",682634,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Wilson Jr., Jacob",805779,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Urías, Ramón",602104,2024,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Hernández, Teoscar",606192,2024,"12","3","0","0","0","0","2","0","0","12","0","0",,"2"
"Vierling, Matt",663837,2024,"6","1","0","0","0","0","1","0","0","6","0","0",,"1"
"Bethancourt, Christian",542194,2024,"3","0","0","0","0","0","0","0","0","2","1","0",,"0"
"Feduccia, Hunter",676439,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Singleton, Jon",572138,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Burleson, Alec",676475,2024,"9","4","0","0","1","0","0","0","0","8","1","0",,"0"
"Jung, Josh",673962,2024,"4","0","0","0","0","0","0","0","0","3","1","0",,"0"
"Narváez, Omar",553882,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"DeLoach, Zach",676113,2024,"0","1","0","0","0","0","0","0","0","0","0","0",,"0"
"Kreidler, Ryan",668952,2024,"5","3","0","0","0","0","2","0","0","4","1","0",,"2"
"Machado, Manny",592518,2024,"11","2","0","0","0","0","1","0","0","10","1","0",,"1"
"Rodgers, Brendan",663898,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Rutschman, Adley",668939,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Heineman, Tyler",623168,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"McNeil, Jeff",643446,2024,"5","1","0","0","0","0","1","0","0","2","3","0",,"1"
"Wisdom, Patrick",621550,2024,"5","0","0","0","0","0","0","0","0","4","1","0",,"0"
"Cave, Jake",595909,2024,"5","2","0","0","1","0","0","0","0","5","0","0",,"0"
"Casali, Curt",592200,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davis, Henry",680779,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Frazier, Adam",624428,2024,"3","0","0","0","0","0","0","0","0","3","0","0",,"0"
"Arozarena, Randy",668227,2024,"20","9","0","1","1","0","5","0","0","18","2","0",,"5"
"Rendon, Anthony",543685,2024,"6","1","0","0","3","0","0","0","0","5","1","0",,"0"
"Amaya, Jacob",676070,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Vázquez, Luis",676679,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Santander, Anthony",623993,2024,"2","0","0","0","0","0","1","0","0","2","0","0",,"1"
"Jones, Jahmai",663330,2024,"1","1","0","0","1","0","0","0","0","1","0","0",,"0"
"Valdez, Enmanuel",665839,2024,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Fry, David",681807,2024,"4","1","0","0","0","0","1","0","0","4","0","0",,"1"
"Grandal, Yasmani",518735,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Adams, Riley",656180,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Rodríguez, Johnathan",671286,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Lopez, Otto",672640,2024,"20","4","0","0","1","0","2","0","0","16","4","0",,"2"
"Ruiz, Keibert",660688,2024,"3","1","0","0","0","0","1","0","0","1","2","0",,"1"
"Reetz, Jakson",656883,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Baddoo, Akil",668731,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
"Renfroe, Hunter",592669,2024,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Brown, Seth",664913,2024,"4","2","0","0","0","0","0","0","0","4","0","0",,"0"
"Semien, Marcus",543760,2024,"8","2","1","0","1","0","0","0","0","8","0","0",,"0"
"Langeliers, Shea",669127,2024,"4","2","0","0","0","0","0","0","0","4","0","0",,"0"
"Crawford, J.P.",641487,2024,"5","0","0","0","0","0","0","0","0","5","0","0",,"0"
"Henderson, Gunnar",683002,2024,"21","3","1","0","0","0","1","1","1","17","4","0",,"3"
"Rosario, Eddie",592696,2024,"9","1","0","0","3","0","0","0","0","6","3","0",,"0"
"Sabol, Blake",666165,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kelly, Carson",608348,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Neto, Zach",687263,2024,"30","8","1","1","1","0","3","0","0","25","5","0",,"3"
"Stubbs, Garrett",596117,2024,"5","0","0","0","0","0","0","0","0","4","1","0",,"0"
"Cameron, Daz",663662,2024,"5","0","0","0","0","0","0","0","0","5","0","0",,"0"
"Mendick, Danny",664901,2024,"6","0","0","0","0","0","0","0","0","4","2","0",,"0"
"Diaz, Yainer",673237,2024,"2","0","0","0","0","0","0","0","0","2","0","0",,"0"
"Fermín, José",665877,2024,"2","1","0","0","1","0","0","0","0","2","0","0",,"0"
"Jankowski, Travis",608671,2024,"11","1","0","0","0","0","0","0","0","11","0","0",,"0"
"Alvarez, Francisco",682626,2024,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Hamilton, David",666152,2024,"33","4","0","0","0","0","1","0","0","24","9","0",,"1"
"Thomas, Lane",657041,2024,"32","12","2","0","0","0","0","0","0","27","5","0",,"0"
"Maldonado, Martín",455117,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Freeman, Freddie",518692,2024,"9","2","0","0","2","0","0","0","0","9","0","0",,"0"
"Conforto, Michael",624424,2024,"0","1","0","0","0","0","1","0","0","0","0","0",,"1"
"Yorke, Nick",694377,2024,"2","0","0","0","1","0","0","0","0","2","0","0",,"0"
"Stowers, Kyle",669065,2024,"0","1","0","0","1","0","0","0","0","0","0","0",,"0"
"Vázquez, Christian",543877,2024,"3","1","0","0","1","0","0","0","0","3","0","0",,"0"
"Brennan, Will",686823,2024,"4","2","0","0","3","0","0","0","0","3","1","0",,"0"
"Hicks, Aaron",543305,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Sánchez, Jesús",660821,2024,"16","2","0","0","1","0","0","0","0","16","0","0",,"0"
"Marchán, Rafael",665561,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Cowser, Colton",681297,2024,"9","4","0","0","1","0","1","0","0","9","0","0",,"1"
"Alvarez, Eddy",657193,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Solano, Donovan",456781,2024,"2","1","0","0","2","0","0","0","0","2","0","0",,"0"
"Sanoja, Javier",691594,2024,"0","0","0","0","1","0","0","0","0","0","0","0",,"0"
"Taylor, Chris",621035,2024,"5","1","0","0","0","0","1","0","0","4","0","1",,"1"
"Yastrzemski, Mike",573262,2024,"3","2","0","0","1","0","0","0","0","2","1","0",,"0"
"Story, Trevor",596115,2024,"6","3","0","0","1","0","1","0","0","5","1","0",,"1"
"Bauers, Jake",641343,2024,"13","1","0","0","1","0","1","0","0","10","3","0",,"1"
"Ortiz, Joey",687401,2024,"11","5","1","0","1","0","0","0","0","11","0","0",,"0"
"Schmitt, Casey",669477,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Grisham, Trent",663757,2024,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Walls, Taylor",670764,2024,"16","4","0","0","0","0","0","0","0","14","2","0",,"0"
"Garver, Mitch",641598,2024,"0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"Smith, Will",669257,2024,"1","1","0","0","0","0","0","0","0","1","0","0",,"0"
"Wisely, Brett",689172,2024,"2","2","1","0","1","0","2","1","0","2","0","0",,"3"
"Naylor, Bo",666310,2024,"6","3","0","0","0","0","0","0","1","5","1","0",,"1"
"Julien, Edouard",666397,2024,"6","0","0","0","1","0","0","0","0","6","0","0",,"0"
"Shewmake, Braden",669699,2024,"5","0","1","0","0","0","0","0","0","3","1","1",,"0"
"Betts, Mookie",605141,2024,"16","1","0","1","0","0","1","0","0","16","0","0",,"1"
"Marsh, Brandon",669016,2024,"19","3","0","0","0","0","0","0","0","19","0","0",,"0"
"Goodrum, Niko",592348,2024,"1","1","0","0","0","0","1","0","0","1","0","0",,"1"
"Lee, Jung Hoo",808982,2024,"2","3","0","0","0","0","1","0","0","2","0","0",,"1"
"Paris, Kyren",677347,2024,"1","0","0","0","0","0","0","0","0","1","0","0",,"0"
