"last_name, first_name","player_id","year","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Iglesias, Jose",578428,2021,"2","0","0","2","0","0","0","0","4","1","0",,"0"
"Soler, Jorge",624585,2021,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Betts, Mookie",605141,2021,"5","0","0","4","0","1","0","0","7","3","0",,"1"
"Mancini III, Trey",641820,2021,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Lindor, Francisco",596019,2021,"4","0","0","1","0","1","0","0","9","1","0",,"1"
"O'Neill, Tyler",641933,2021,"4","0","0","2","0","0","0","0","15","0","0",,"0"
"Freeman, Freddie",518692,2021,"3","0","0","2","0","1","1","0","7","0","1",,"2"
"Anderson, Tim",641313,2021,"7","0","0","1","0","3","0","0","16","2","0",,"3"
"Cabrera, Miguel",408234,2021,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Machado, Manny",592518,2021,"3","0","0","4","0","2","0","0","12","0","0",,"2"
"Escobar, Eduardo",500871,2021,"0","0","0","3","0","0","0","0","1","0","0",,"0"
"Adames, Willy",642715,2021,"3","0","1","0","0","2","0","0","5","0","0",,"2"
"Goldschmidt, Paul",502671,2021,"0","0","0","0","0","0","0","0","10","2","0",,"0"
"McMahon, Ryan",641857,2021,"2","0","0","0","0","2","0","0","6","0","0",,"2"
"Cruz Jr., Nelson",443558,2021,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Renfroe, Hunter",592669,2021,"2","0","0","0","0","1","0","0","1","0","0",,"1"
"Turner, Trea",607208,2021,"5","0","0","2","0","4","0","0","25","7","0",,"4"
"LeMahieu, DJ",518934,2021,"1","1","0","0","0","1","0","0","3","1","0",,"1"
"France, Ty",664034,2021,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Alvarez, Yordan",670541,2021,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Altuve, Jose",514888,2021,"1","2","0","0","0","3","1","0","3","2","0",,"4"
"Crawford, Brandon",543063,2021,"1","2","0","1","0","0","0","0","7","4","0",,"0"
"Meadows, Austin",640457,2021,"3","0","0","0","0","0","0","0","4","0","0",,"0"
"Duvall, Adam",594807,2021,"0","0","0","1","0","0","0","0","4","1","0",,"0"
"Tatis Jr., Fernando",665487,2021,"1","3","0","1","0","0","0","0","21","4","0",,"0"
"Straw, Myles",664702,2021,"5","1","0","1","0","2","0","0","25","5","0",,"2"
"Devers, Rafael",646240,2021,"4","0","1","0","0","2","0","0","4","1","0",,"2"
"Albies, Ozzie",645277,2021,"4","0","0","2","0","2","0","0","20","0","0",,"2"
"Cronenworth, Jake",630105,2021,"2","1","0","0","0","0","0","0","4","0","0",,"0"
"Haniger, Mitch",571745,2021,"0","0","0","0","0","1","1","0","0","1","0",,"2"
"Muncy, Max",571970,2021,"1","0","0","0","0","1","0","0","2","0","0",,"1"
"Bichette, Bo",666182,2021,"0","1","0","0","0","2","0","0","21","4","0",,"2"
"Bell, Josh",605137,2021,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Reynolds, Bryan",668804,2021,"1","1","0","1","0","0","0","0","4","1","0",,"0"
"Mullins II, Cedric",656775,2021,"8","0","0","0","0","2","1","0","25","4","1",,"3"
"Marte, Starling",516782,2021,"4","1","0","1","0","3","0","0","42","5","0",,"3"
"Andrus, Elvis",462101,2021,"2","0","0","0","0","0","0","0","9","3","0",,"0"
"Solak, Nick",669256,2021,"4","0","1","1","0","0","0","1","6","1","0",,"1"
"Semien, Marcus",543760,2021,"1","0","0","1","0","1","1","0","13","2","0",,"2"
"Merrifield, Whit",593160,2021,"3","1","0","3","0","2","0","0","23","16","1",,"2"
"Suárez, Eugenio",553993,2021,"1","0","0","0","0","0","0","0","0","0","0",,"0"
"Urías, Luis",649966,2021,"1","0","0","2","0","1","0","0","5","0","0",,"1"
"Rojas, Josh",668942,2021,"4","0","0","2","0","1","0","0","9","0","0",,"1"
"Cron, C.J.",543068,2021,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Correa, Carlos",621043,2021,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Díaz, Yandy",650490,2021,"1","0","0","1","0","0","0","0","1","0","0",,"0"
"Gurriel Jr., Yuli",493329,2021,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Blackmon, Charlie",453568,2021,"0","0","0","1","0","0","0","0","3","0","0",,"0"
"Grisham, Trent",663757,2021,"4","1","0","1","0","4","0","0","13","0","0",,"4"
"Rojas, Miguel",500743,2021,"2","1","0","0","0","3","0","0","10","3","0",,"3"
"Swanson, Dansby",621020,2021,"1","2","0","0","0","0","0","0","9","0","0",,"0"
"Segura, Jean",516416,2021,"2","1","0","2","0","1","1","0","8","1","0",,"2"
"Carlson, Dylan",666185,2021,"1","0","0","1","0","0","0","0","2","0","0",,"0"
"Judge, Aaron",592450,2021,"1","0","0","1","0","0","0","0","6","0","0",,"0"
"Arozarena, Randy",668227,2021,"10","0","0","0","0","1","0","0","18","2","0",,"1"
"Verdugo, Alex",657077,2021,"2","0","0","1","0","0","0","0","5","1","0",,"0"
"Grichuk, Randal",545341,2021,"3","0","0","0","0","0","0","0","0","0","0",,"0"
"Candelario, Jeimer",600869,2021,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Polanco, Jorge",593871,2021,"6","0","0","0","0","1","0","0","8","3","0",,"1"
"Santana, Carlos",467793,2021,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"Castellanos, Nick",592206,2021,"1","0","0","2","0","0","0","0","3","0","0",,"0"
