"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Turner, Justin",457759,2019,,,,,,,,,,
"Adames, Willy",642715,2019,,,,,,,,,,
"Andrus, Elvis",462101,2019,,,,,,,,,,
"Donaldson, Josh",518626,2019,,,,,,,,,,
"Hoskins, Rhys",656555,2019,,,,,,,,,,
"Suárez, Eugenio",553993,2019,,,,,,,,,,
"Moustakas, Mike",519058,2019,,,,,,,,,,
"Reyes, Franmil",614177,2019,,,,,,,,,,
"Bradley Jr., Jackie",598265,2019,,,,,,,,,,
"Goldschmidt, Paul",502671,2019,,,,,,,,,,
"Cruz Jr., Nelson",443558,2019,,,,,,,,,,
"Núñez, Renato",600524,2019,,,,,,,,,,
"Crawford, Brandon",543063,2019,,,,,,,,,,
"Polanco, Jorge",593871,2019,,,,,,,,,,
"Villar, Jonathan",542340,2019,,,,,,,,,,
"Galvis, Freddy",520471,2019,,,,,,,,,,
"Kipnis, Jason",543401,2019,,,,,,,,,,
"Reddick, Josh",502210,2019,,,,,,,,,,
"Jones, Adam",430945,2019,,,,,,,,,,
"McMahon, Ryan",641857,2019,,,,,,,,,,
"Anderson, Tim",641313,2019,,,,,,,,,,
"Torres, Gleyber",650402,2019,,,,,,,,,,
"Rojas, Miguel",500743,2019,,,,,,,,,,
"Reynolds, Bryan",668804,2019,,,,,,,,,,
"Seager, Corey",608369,2019,,,,,,,,,,
"Davis, Khris",501981,2019,,,,,,,,,,
"Guerrero Jr., Vladimir",665489,2019,,,,,,,,,,
"Eaton, Adam",594809,2019,,,,,,,,,,
"Jiménez, Eloy",650391,2019,,,,,,,,,,
"Schwarber, Kyle",656941,2019,"0",,,,"0",,,,,
"Ahmed, Nick",605113,2019,,,,,,,,,,
"Braun, Ryan",460075,2019,,,,,,,,,,
"Puig, Yasiel",624577,2019,,,,,,,,,,
"Pham, Tommy",502054,2019,,,,,,,,,,
"Freeman, Freddie",518692,2019,,,,,,,,,,
"Soto, Juan",665742,2019,,,,,,,,,,
"Cabrera, Asdrúbal",452678,2019,,,,,,,,,,
"Alonso, Pete",624413,2019,,,,,,,,,,
"Alberto, Hanser",593643,2019,,,,,,,,,,
"Wong, Kolten",543939,2019,,,,,,,,,,
"Brantley Jr., Michael",488726,2019,,,,,,,,,,
"Bell, Josh",605137,2019,,,,,,,,,,
"Profar, Jurickson",595777,2019,,,,,,,,,,
"Heyward, Jason",518792,2019,,,,,,,,,,
"Santana, Domingo",570267,2019,,,,,,,,,,
"Marte, Starling",516782,2019,,,,,,,,,,
"Rosario, Amed",642708,2019,,,,,,,,,,
